iban,bank,name,ammount
ES4596452392057773225611,BancaMarch,Fidela Bolaños Parejo,7291
ES2949402638100939754863,CecaBank,Ramona Agustín Hurtado,7845
ES4117234686999283315144,Kutxa,Ruperta Cruz Gutierrez,4849
ES1440814574937454190373,Cooperativo,Elías Rosa,1992
ES0999868143410914287236,Santander,Valentina Sales Casal,8687
ES2215409665464199250533,Cajamar,Araceli Jara Tudela,444
ES1054040936448531720414,BancaMarch,Paloma del Fernández,2184
ES7422348716703809035035,BBVA,Eladio Macias Araujo,8734
ES4949102351002469412509,Kutxa,María Fernanda Vilar Serrano,3089
ES0361796938936742007885,Deutsche Bank,Merche Calvo,2119
ES8182099864823688089597,IberCaja,Marcela Vidal Abril,6774
ES9859856496478024217851,BancaMarch,Obdulia Saura Valenciano,4875
ES4030555091224533568809,CecaBank,Pelayo Casal Abellán,7509
ES2569492727748352719460,Bankinter,Ezequiel Hidalgo-Aguiló,3661
ES6378339165072554368910,Deutsche Bank,Timoteo Morera Matas,7737
ES0872642345316584478761,Cooperativo,Delia Gámez,4418
ES0315075762542286973660,Santander,Roxana Clavero Ayala,9965
ES0393550966343875063579,Cooperativo,Gerónimo Costa Macias,1935
ES4056514149580846003237,Cooperativo,Pánfilo Gámez Borrego,9232
ES3370834598670808404777,Bankinter,Águeda Viñas Carnero,4948
ES1507235029751841050315,Sabadell,Nicodemo Sancho Alcolea,9945
ES5495184067393751629660,Santander,Candelario Quevedo-Recio,8009
ES9612213652151530269761,Kutxa,Román Modesto Bustos Maldonado,3978
ES2473783671869475171287,BBVA,Vera de Ballester,3907
ES7535095097051277469299,CecaBank,Feliciana Niño Fiol,3114
ES8096075146655668901393,Sabadell,Agustín Torrent Arribas,237
ES7442144944477663287101,Cooperativo,Luisa Bravo Pujadas,2731
ES4271123435665694383802,BBVA,Candelaria Ángeles Villegas Teruel,7958
ES3072705862344038409247,CecaBank,Armida Cardona Villalonga,428
ES1850003319248767343647,CecaBank,Cecilia Sandra Santana Muro,6767
ES3634002970419514645678,IberCaja,Selena Valdés Gras,6230
ES2311603119857966770228,IberCaja,Eliseo Cornejo Rebollo,408
ES2927314193411827279520,BancaMarch,Darío Ferrán Bermúdez,2286
ES1493909834806237150661,Kutxa,Renata Pascual Jover,6427
ES1179120186793242347340,ING,Anastasio Dueñas Puig,8991
ES6755507099961941264646,CecaBank,Bernarda de Sevilla,6918
ES1750882912270727573940,BancaMarch,Samuel de Oliver,6836
ES8918289976269894862319,Cooperativo,Amelia Pulido-Agudo,9392
ES3087879080177577459213,Deutsche Bank,Juanita Bárcena Córdoba,9609
ES1171424329868898097052,IberCaja,Fabián Lamas Suarez,6302
ES3548760568019657762787,Bankinter,Conrado Verdugo,1861
ES4683871777906460460879,IberCaja,Jose Antonio Cid Gargallo,5233
ES0358995920751091611299,BBVA,Casemiro Pino Flores,4790
ES3762104610372642038382,BancaMarch,María Teresa Alcázar Solera,5616
ES2730581058828817924469,BancaMarch,Fortunato Carbajo Figuerola,7812
ES6729494043880261611268,IberCaja,Lidia Tamarit Navarro,7687
ES1966414863872445623391,CaixaBank,Primitivo Vázquez,3965
ES8057028547361356233139,Cooperativo,Marcos Amaro Somoza Álamo,8870
ES1445738901334343889391,IberCaja,Ema del Arévalo,780
ES9568601325471775253659,IberCaja,Coral Saldaña Vera,3683
ES1294529123193333051176,CecaBank,Amílcar Vizcaíno Balaguer,7146
ES5774543652496201106889,CaixaBank,Florinda Jordán,5290
ES4544506379040263794252,Deutsche Bank,Pelayo Tomé-Téllez,6225
ES3564891233963184704684,Kutxa,Antonia de Verdejo,5074
ES4573248804592214854699,Bankinter,Natanael Alegre Arana,2013
ES0636298118701135887134,Sabadell,Fabricio Maestre Cerdá,9080
ES6301002197258394893276,Sabadell,Noa Portillo Pera,7133
ES7278085483517106723733,Santander,Candelario Carbonell Rico,5405
ES9309146159160869275193,Kutxa,Rubén Duilio Maza Jaume,4260
ES0312327022579530588609,Cooperativo,Jose Angel Canet-Zabaleta,9638
ES3503865563407731326341,Cooperativo,Cesar Benavides Arévalo,3899
ES4780471532743378414841,Santander,Feliciana Pla Rivero,5108
ES9362009135781273976263,Cooperativo,Jose Carlos de Castilla,5098
ES0295490575080528277222,Deutsche Bank,Reyes Ibañez Villaverde,525
ES4292459734728753711393,CecaBank,Valentín Larrañaga Barranco,5962
ES6481007423654346893194,Cooperativo,Moreno Tamarit Ortega,3770
ES1468382054466584020494,Cajamar,Consuela de Malo,670
ES3199051206278454628557,ING,Sosimo Jara Escamilla,3476
ES0405829095812994823145,BancaMarch,Rosa María Bonilla,6891
ES1703584702862136953949,Kutxa,Mamen Pla Domínguez,1620
ES3403216718941283364937,BancaMarch,Florencio Uría Aranda,7460
ES1267837038247710029044,Cooperativo,Susana Briones Galiano,4083
ES5235198818599453165181,Santander,Calixto Moles Espejo,8729
ES5080196161364801083136,Santander,Iván de Sáenz,9041
ES6688785540748346291020,Kutxa,Martin Crespo Vega,2106
ES5089001679296269984665,ING,Edelmira Iñiguez Alba,5848
ES2742810372433118324225,CaixaBank,Cristian Farré Río,3147
ES5120793638701990213921,Deutsche Bank,Juan José Echeverría Llabrés,6303
ES3138913412300093106179,Cooperativo,Camilo Saura Farré,1215
ES2778472910121871445205,Cajamar,Joel Perea Mendizábal,9536
ES4513824654187000030944,ING,Fátima Amor Feliu,2134
ES3093299018685163994430,Bankinter,Bernarda Navas-Goicoechea,1779
ES9139435754991312074096,Cajamar,Soraya Céspedes Gallego,8465
ES7277440007330635490534,ING,Florina Navarro Falcón,2159
ES1804078763634300650869,IberCaja,Miguela del Peláez,533
ES0894595515883481074942,CaixaBank,Manuel Machado Morera,2651
ES4061773187588686806145,ING,Lino Carvajal Coello,4043
ES8536140241242466228600,IberCaja,Felix Nevado,2055
ES0205475279052161405852,CecaBank,Prudencia Yéssica Villalobos Catalá,6331
ES4803933849818433364705,BBVA,Benigna Nieto Bou,1463
ES2601176258594255176700,Bankinter,Adela del Salgado,7747
ES8164860340887700964130,IberCaja,Belen Gimenez Carrera,5434
ES9429149458358605999495,Cooperativo,Loreto Bello,5180
ES0543461860657387299794,IberCaja,Isidora Lozano-Diego,8127
ES6844908583809138113441,Sabadell,Alondra Lozano Zorrilla,8858
ES0823530501116441392665,Sabadell,Marcos Beltran-Salas,5889
ES4850863746920349253744,Cajamar,Onofre Heliodoro Ricart Ribas,9352
ES5351324668438504963223,CecaBank,Sofía Mercader Macias,3088
ES4388769537143279540499,CecaBank,Carmen Falcó Aguilar,1432
ES0278517596324998726128,Cooperativo,Rosalva Bueno Chacón,5071
ES5048427620530201464581,Cooperativo,Moreno Puga Morcillo,2230
ES8730229080938365307848,ING,Luz Fabregat,4350
ES4267828433868014145644,ING,Leocadio Carbó Pina,6490
ES6335430926702544207980,Cajamar,Angelino de Dueñas,5425
ES2902945208258322598909,Cajamar,Danilo de Vilanova,1554
ES2292214954647473200232,Sabadell,Teófila Torres Haro,4804
ES3902925621973346305798,Bankinter,Luis Benítez Rosales,2343
ES7230358207345049901225,BBVA,Ramón de Montoya,4813
ES2481976229475803715240,CaixaBank,Olga Escolano Balaguer,9519
ES1427877146026704179902,Cajamar,Esmeralda Villa Barco,4674
ES8171362884502871734002,BancaMarch,Valentina Rosa Lozano,2417
ES4217893073554560820315,Deutsche Bank,Arsenio Barco-Oller,8783
ES2140106126814205562708,BBVA,Eustaquio Navarro Bru,4856
ES3648480330099909230762,Cooperativo,Feliciano Barceló,5175
ES3122436463861505549019,CaixaBank,Angelita Hurtado Jover,8423
ES8955212123755765074196,Deutsche Bank,Bernardo Villena,6838
ES2961958557745823284996,Cajamar,Alba Jove,3916
ES0711895885675442164881,IberCaja,Encarnita Calatayud-Lorenzo,5607
ES1215869698526838342377,Sabadell,Eduardo Navarrete,7630
ES3376754733543323283579,CaixaBank,Marco Mesa Maestre,9721
ES3313022588044746708759,Kutxa,Kike Larrea Iniesta,5634
ES5369593225440565106069,ING,Carlota Peñas-Baró,3595
ES2418046891046559613419,BancaMarch,Pío del Aragón,5968
ES7926995097169303412010,IberCaja,Florentino de Fajardo,643
ES5204065856792325184051,Cooperativo,Roldán Machado Bermejo,7821
ES9652215218895421558398,Deutsche Bank,Anselmo Jara Viñas,9467
ES1904427182899628494234,CaixaBank,Macarena Quesada Acevedo,5714
ES8317897204505054994045,BBVA,Fabiana Escribano Barco,7163
ES9854405151177909238494,CecaBank,Aurelio Rosa Morera,5844
ES4115304586944034674868,BBVA,Toribio Fuertes-Viñas,3726
ES4628013844826729184054,Sabadell,Rufina Mateu Garzón,4001
ES7123107708674859144045,Santander,Quique Gimenez,4968
ES3169457943640382036220,BancaMarch,Salud de Jerez,8379
ES3436825315801655126555,Kutxa,Martina Carretero,3395
ES4073562594898720133349,Kutxa,Marta Solé Jordá,6605
ES5226765181644608959577,CaixaBank,Samu Pedraza-Osorio,4271
ES1038114684580788008865,CecaBank,Lupe Celestino Manuel Falcón,9483
ES7083471998296796542018,Kutxa,Fausto Reig-Cañellas,4475
ES5575955094629897885954,Kutxa,Samuel de Naranjo,1331
ES4200102066736137083708,Cajamar,José Antonio Gustavo Varela Perelló,800
ES3430805651408109108835,Kutxa,Tere Nadal Pinilla,2635
ES0939024440821235886157,Kutxa,Remedios Ferrero Pintor,7399
ES1807225066586483526924,CecaBank,María Teresa Molina Nogueira,4004
ES2497057457975335428910,Santander,Paula Solera Noriega,3711
ES2704510698656007831218,Cajamar,Alejo Estévez Morell,8938
ES6137316663665715333921,Bankinter,Román Alvarez,7802
ES6438829986606323843737,IberCaja,Ángel Font Gámez,8123
ES9279808992484711829439,Bankinter,Rico Pérez,4173
ES5033879822189335558009,IberCaja,Abril Barrio Juan,9407
ES0982207722172264353210,Bankinter,Josué Farré Luján,455
ES5352893583823721419400,Deutsche Bank,Miguela Estevez Adán,8302
ES5060742331636578253192,BancaMarch,Julia Salud Pineda Martínez,5927
ES3350525803658269565435,BBVA,Noé de Rosa,5724
ES5044500646562510774610,CecaBank,Soraya Elvira Iniesta Español,6190
ES9161270431126743129588,CecaBank,Araceli Marcos Cárdenas,7097
ES7999224348378093122709,Cooperativo,Nieves Villanueva Águila,2975
ES2729434107783826096392,ING,Toribio Martinez-Urrutia,3493
ES7209807903321849526023,BBVA,Silvio Landa-Oller,1970
ES7720368242306809282432,CaixaBank,Néstor Posada Pozo,1261
ES7913507708867465929565,Kutxa,Sabina Ojeda Jódar,5763
ES8488875487753565547926,Santander,Fortunata Perales Dávila,3819
ES2037608502462788454101,CaixaBank,Vasco Pinto-Abad,9312
ES0720219879151105984232,CecaBank,Rodolfo Bernal,9749
ES4212919417706383529625,CecaBank,Fabiola Vilanova Cabañas,786
ES5500204167360288328339,Bankinter,Alexandra Querol,2020
ES5044557010454600006971,IberCaja,Emiliano Vives Rincón,2179
ES7706247758883846543794,Cooperativo,Catalina Nevado-Mate,2716
ES2232112136202740121437,CaixaBank,Saturnino Rovira Andrés,7499
ES1307440933231472395273,BBVA,Hector Alonso Ruiz,4687
ES4212187116786461488787,Deutsche Bank,Úrsula Rivero-Lobo,5884
ES0929912085103639198468,Deutsche Bank,Guiomar Martinez Gaya,2617
ES1296231728740019031216,Cajamar,Arcelia Escudero Soria,8053
ES0788113185420132761007,IberCaja,Edmundo Vera-Mir,1448
ES4037384263728206968023,CaixaBank,Olegario Abad Guillén,9185
ES5766310424693967739784,Deutsche Bank,Nieves del Sevillano,9783
ES1078605568152332015777,Santander,Celso Lago Ferreras,7277
ES3822869876366649967900,Bankinter,Maximiano de Cases,9594
ES1943780895693581095488,Bankinter,Isidoro de Peral,665
ES8173254452486216588684,Cajamar,Daniela Oller Arnau,5562
ES9240117979129155345627,BBVA,Eloy Carnero Sainz,4620
ES1146800031088246861121,Sabadell,Angelina Daza Iñiguez,4109
ES6069361639317876910148,Kutxa,Brígida Melero Leiva,5007
ES7890881976240704047751,CaixaBank,Ramón Segovia-Sainz,5426
ES4323015885444554515570,CecaBank,Nydia Tomé Sevillano,3124
ES9413172464677654231979,IberCaja,Ruth América Ariño Diego,4961
ES9303097560056334949916,CaixaBank,Arturo Clavero,8961
ES0614830617582797924635,Bankinter,Isaías Ángel,7518
ES5321140883057355967984,Bankinter,Iván Paco Priego Borja,645
ES1215581677932006147573,CaixaBank,Eugenia Ojeda Martí,4346
ES8994613365805966607402,Cajamar,Concepción Cases Flor,7281
ES2409568297461896373054,IberCaja,Inocencio Olegario Montero Fuentes,4955
ES9643732538069655625314,Deutsche Bank,Nayara Borja-Guillén,9655
ES8045437737576546011502,IberCaja,Nicolás Nicolau,676
ES4175528643997474906853,ING,Gaspar Lopez,6253
ES0366745059575747338685,Bankinter,Fanny Miró,4655
ES4729533052788301392736,BBVA,Aitana Luciana Azcona Martí,8143
ES6510681926569586303433,Bankinter,Carlito Costa Rebollo,8099
ES0528183738200205574737,Bankinter,Pío Miró,7536
ES7762682389485559763151,Deutsche Bank,Lucía Nicolás Montaña,7419
ES3157478594995074325422,CecaBank,Graciana Bermejo Arteaga,6610
ES8026261571294522084657,BancaMarch,Melisa Melero Luque,1161
ES3044205872409946403618,CaixaBank,Marcial Villar Castro,6279
ES4166659761335266734057,BancaMarch,Bautista Casals Buendía,7534
ES3162618527178171975164,Kutxa,José Mari Juárez Palma,8035
ES1375645169617721078152,BBVA,Petrona Tormo Chamorro,7016
ES0491050470935571324838,Cooperativo,Clara Llopis-Maldonado,7843
ES2773597221261662693414,Cajamar,Isidora Vélez Echeverría,600
ES4707730989013983345169,CecaBank,Constanza Ricart Manuel,9432
ES2986718012250691976080,Cajamar,Ángel Otero Contreras,2451
ES5312896109777780281014,ING,Francisco Jose Borrás Benítez,1533
ES6950087690059428815255,IberCaja,Matilde Eugenia Valera Puga,7671
ES4197706769040039518350,Cooperativo,Olalla Gomez,9410
ES9585692754410044576175,Cajamar,Xavier Soria-Ariño,9251
ES1077494007910812184682,IberCaja,Emigdio Fonseca Alegre,8801
ES4483563530552271507659,Santander,Ale Escolano Montes,654
ES1300803073324981604409,IberCaja,Julia Quevedo Larrea,2647
ES5548199823085277738221,Cooperativo,Elodia Villa-Jordán,1501
ES3753411158946108707223,Cooperativo,Narcisa Losada Capdevila,7435
ES9273563270512842220284,CecaBank,Jorge Silvio Amaya Alcalá,8529
ES4506899679189090617017,ING,Isabel Duran Peral,9802
ES4019754891465851092579,IberCaja,Nicanor Macario Seguí Abella,2498
ES9392450610451490293025,Santander,Apolonia Barberá Roma,4764
ES1134547522582540062646,Cooperativo,Mateo Gordillo Egea,1786
ES8758799544889108710147,CaixaBank,Jacinto Machado,7552
ES1307543766699795491337,IberCaja,Matilde Sevillano Barranco,2260
ES0724705704496335888602,Cajamar,Rolando Pozuelo Uría,2819
ES7763012928604697353418,Santander,Matías Solano Pellicer,7096
ES6792726497682387825432,Cajamar,Fabiana Manso,1835
ES9105323102993379959792,BBVA,Vilma Zamora Caro,1445
ES3616809461162060363598,Cooperativo,Octavio Acuña-Catalá,409
ES3135718797601567470833,Bankinter,Leire Sala,1127
ES9515362077778909614153,Deutsche Bank,Yolanda Maldonado Quero,1171
ES2065785178626389304603,CecaBank,Alexandra Calzada Valverde,848
ES7806683475205916803132,Cooperativo,Rómulo Arco,6519
ES6793681811585047149123,Kutxa,Noemí Correa-Alcázar,5903
ES0316707272800597675624,Bankinter,Pía Carreño Aramburu,8813
ES3236233618542663978446,CecaBank,Leopoldo Alegre-Morán,7383
ES9644346839223067588327,Cajamar,Rosario Oliveras Piñeiro,6937
ES2241843444699102526435,Bankinter,Ascensión del Robledo,144
ES9798159003538619535936,Santander,Pastora Torrens Losada,6768
ES7983946369746224502799,ING,Trinidad Valbuena Murillo,8333
ES7536414796435534584598,CaixaBank,Cirino del Ortiz,3857
ES8804232562684483240919,Santander,Jaime de Jáuregui,504
ES9659793471132707287851,Santander,Amílcar Arranz Bolaños,4545
ES8654049835208069135359,Deutsche Bank,Lorenza Ibarra Torrens,6447
ES6310281672404001129176,CaixaBank,Albert Marcos Ballester,5371
ES8356786257994580282703,Kutxa,Ale Casas Millán,7240
ES6954555244047459550221,Sabadell,Tamara Ayala Sandoval,2507
ES1858980801770810749303,ING,Eliseo Márquez Infante,8705
ES4363640211079717391831,ING,Ibán Canales Cantón,8777
ES9631508490356340301213,Bankinter,Carlito Miguel Haro,102
ES3456003611998774929059,CecaBank,Florentina Ferrer Canals,9755
ES9630601555156345277543,Sabadell,Aureliano Elorza Caballero,5881
ES5181684861696862244188,Santander,Jesús Zorrilla Otero,7995
ES1055324033354944002205,BBVA,Emperatriz Elorza Salvador,544
ES3005117608416968988636,Bankinter,Silvia de Luján,5500
ES4066959166221895472311,CaixaBank,Héctor Pérez Grau,2028
ES1093397087949566439199,CaixaBank,Ale Torres Rodriguez,2586
ES7975105061666146530057,Deutsche Bank,Angelina Lopez Olmo,2004
ES2164789295707168424950,Cooperativo,Lupe Juan Antonio Escobar Céspedes,4533
ES2703590246036604520715,CecaBank,Aura Cervantes-Pastor,2396
ES1623531119662462268867,Sabadell,Jose Luis Falcón Bello,4048
ES6808677921084887864183,Bankinter,Plinio Hipólito Ferrando Tovar,3504
ES7975094199277632214617,Kutxa,Cristian Franch,687
ES2556470186019995796725,CecaBank,Brunilda Ropero,6636
ES4881655394949401224630,CaixaBank,Lola Cózar-Sebastián,6850
ES3416950319661281178884,CecaBank,Paz Piñol-Leiva,8989
ES7981737556188554920688,IberCaja,Andrea de Serna,489
ES4888643881622027741527,Kutxa,Azahar de Pedrosa,8654
ES8236534789191672807868,Cajamar,Felicia Alonso Goicoechea,6872
ES7607522413074728833915,Sabadell,Eustaquio Amador Herrera,3295
ES3318210734983847926785,Cooperativo,Genoveva Valentina Escalona Pujol,8280
ES7531207636620821633812,BBVA,Amancio Sebastian Perez Pazos,7930
ES9853797612390238100419,Bankinter,María Fernanda Concha Cabezas Cárdenas,8347
ES9886900487524966942841,Deutsche Bank,Luisa Cisneros Garmendia,5872
ES0573289061080088333899,Santander,Pablo Girón Vara,6494
ES4087186352972074653386,ING,Rodolfo Barranco Hurtado,5001
ES8944259332757330740386,Sabadell,Armida Pinedo Becerra,5861
ES7142459813429464675214,Cajamar,Omar María Rosado Madrigal,7322
ES6279029432411417051212,IberCaja,Emigdio Villanueva Villalonga,221
ES7703625866951686759272,Bankinter,Galo Juanito Quevedo Borrego,9161
ES4761842715125998483229,CaixaBank,Calixto Guijarro Jordán,9160
ES2687312782329625662262,Cooperativo,Mauricio Blanco Carretero,2941
ES2487689150427193636862,CecaBank,Carmelo Canet-Ballesteros,6520
ES8840998706311004989415,Cajamar,Alejandro Carballo Jerez,8814
ES9017469408221210162001,BBVA,Vilma Valle Pera,3710
ES8031686015927739934335,Cajamar,Clímaco Roda Estevez,2826
ES5214626699760483923650,Sabadell,Fidela Pedrero Bayo,3299
ES9260495559106470792716,Bankinter,Francisco Amaro Marquez García,6508
ES3826314622662401898255,Santander,Marisa Corominas,6080
ES4358727809252692119484,IberCaja,Bernardo Amador Álvaro,1302
ES8739816943404920300114,Kutxa,Corona Domitila Nadal Parra,9500
ES0813858569249434077346,CaixaBank,Adora Torre Pla,6338
ES1320355240726093173503,Cajamar,Octavia Valcárcel,7337
ES7302847902838854961125,Sabadell,Otilia Arnal Hervás,7576
ES2100935414974154782779,Cajamar,Elvira de Belda,8073
ES7724597757147611619844,BancaMarch,Florencia Morell Moles,6019
ES1753772281947344155079,Cooperativo,Nuria de Aznar,4095
ES1977698169548545508797,BancaMarch,Victoriano Alcázar-Pedrosa,9073
ES4246728802437788822421,Cooperativo,Nilo Ponce Aparicio,2510
ES5751836607415741566810,BBVA,Custodio de Larrañaga,3154
ES0758048065751170094126,BancaMarch,Moreno Huerta Milla,3116
ES8642522161315419734535,Bankinter,Virginia Azcona-Pina,2118
ES0833909374586558006620,Deutsche Bank,Édgar Pomares Plana,5926
ES0340078736155423457192,BancaMarch,Ricarda Cal,7406
ES3654728766748771175727,ING,Chuy Iborra,4608
ES1327886177340484003867,Santander,Víctor Rosendo Llorente Navarro,4851
ES0354854643035211688553,Kutxa,Arcelia Azcona Donaire,529
ES1806453039605043504020,Bankinter,Francisca Solís Amat,2691
ES6946867084229732881698,Deutsche Bank,Faustino Martí Salamanca,9978
ES3356004342566331936151,Cooperativo,Cecilia Ochoa Meléndez,6559
ES4160552149790832417602,IberCaja,Morena Hernandez Puente,7851
ES7372451831349688891643,IberCaja,Aitana Camps Vazquez,666
ES3625642005000549416360,CaixaBank,Manola Belmonte Ferrando,9004
ES7777799527163438406033,Bankinter,Jose Angel Puente Aguiló,258
ES2429910979362585145755,CecaBank,Rafael Reguera Segura,4163
ES9744483470170781958605,CaixaBank,Eugenia Trujillo,6915
ES8863695681991005723705,Cajamar,Jovita Jara Niño,3981
ES9318677748190339878029,Santander,Manola Farré Gilabert,2198
ES4330270241218612442559,CaixaBank,Imelda Carreras Acero,9246
ES9548582769937709940160,ING,Feliciana Bermejo Gárate,448
ES2553307442080047279027,ING,Débora Tamarit Macías,5752
ES7481012964990029333642,Cooperativo,Asunción Pons Pujol,753
ES9766024968545978812307,Kutxa,Héctor Reguera Vigil,2347
ES5954191330730164220819,BBVA,Mirta Cifuentes,2968
ES5200641582856423566714,IberCaja,Anabel del Segarra,4209
ES7691660110791455644063,IberCaja,Saturnino Salcedo Juárez,9792
ES3527445928138742965756,BancaMarch,Fito Toro,7346
ES9484257630862704799050,Kutxa,Julián Castilla,9653
ES8951782266058004765773,Santander,Marina Morante Gomez,1804
ES6280164358391815904989,Deutsche Bank,Ligia Pons-Cerdá,739
ES6141663578847195062235,IberCaja,Jaime Sevillano Carrión,1127
ES5877629511336346402406,BBVA,Nacio Alba-Reyes,8836
ES3646282246855673859971,CecaBank,Azahara Galindo Pozo,732
ES6035224611559502784287,Kutxa,Jose Angel Urrutia Robles,8249
ES7370875906208935907662,BBVA,Débora Santiago Blanco,9756
ES7867731078556399349975,Cajamar,Azahar Ferreras Escrivá,6341
ES9870392722178374191991,Cajamar,Carlito Leal Tomé,2897
ES9864627248910339737420,BBVA,Selena Pi,372
ES5963535303227533270160,Cooperativo,Teófila Villalonga Raya,9386
ES8840401855351471707159,Cooperativo,Celestino Exposito Ortega,6634
ES1867719811112378669914,Kutxa,Benigno Castillo Elorza,8681
ES3321243977184754118739,ING,Esperanza de Serra,9043
ES8782635592724829015963,Deutsche Bank,Amador Abad Sabater,7477
ES6807799876557448272087,CaixaBank,Aarón Escamilla Barreda,4640
ES9276116895495253898834,IberCaja,Epifanio Sergio Carnero Mercader,7281
ES8660632766451155462296,IberCaja,Gema Enríquez Prada,5288
ES5725485977484340990254,BancaMarch,Baltasar Duque Bárcena,7662
ES3044582941401153082264,Cajamar,Benita Gálvez-Hernández,4293
ES3112619699686785150546,Cooperativo,Leoncio Cabo,128
ES3418707247344661145065,BBVA,Pánfilo Gelabert-Torrent,6010
ES0718025406829063939485,Deutsche Bank,Narcisa Lucena Rosell,8366
ES2634010619712980449123,IberCaja,Apolonia Sierra-Cortes,8811
ES8991237775823308935232,Kutxa,Felisa Orozco-Lamas,9845
ES8063541761026937147478,ING,Flavio del Vaquero,4538
ES1364452726589717958858,CecaBank,Águeda Roldan Rosselló,8125
ES3581780264135324217276,Cajamar,Zaira Daza Quintero,5296
ES5977282332077695376284,Cooperativo,Nayara Suárez Tamarit,6636
ES8531970173050217750867,Cooperativo,Nadia del Huguet,9381
ES3912444278188110024267,CaixaBank,Ibán Pazos Gimeno,7893
ES6166469704777299271726,IberCaja,Natividad de Acevedo,4644
ES4389264242911106426561,CecaBank,Azahara Piquer Bejarano,3474
ES0385073407609085082633,BBVA,Candela Ródenas Piñol,603
ES9439337508119535581240,Bankinter,Ciriaco Galán Llabrés,8382
ES0925400782275156734497,Kutxa,Rufina Lastra Heredia,9250
ES9260438486600108253171,ING,Custodia Querol,6994
ES7952590154740659878135,CecaBank,Eleuterio Araujo Martorell,9117
ES6942669945004270083793,ING,Paloma Domingo Azcona,9492
ES5437779126977769543045,ING,Bárbara Pi,941
ES7565194288509985234994,BBVA,Amancio Santana Chico,5085
ES0956827198597014777580,Cooperativo,Rebeca Sánchez Huguet,5168
ES1424601334723757687874,IberCaja,Natividad de Abad,9665
ES9485091099651719277926,CaixaBank,Irene América Gámez Frutos,3228
ES6541947397368772922925,ING,Paulino Lopez Bastida,2839
ES2190948581541783290892,Cooperativo,Ángela Quintana-Vila,9371
ES6254107305669755866468,Deutsche Bank,Cristian Boix,4586
ES0862437407305471216437,Deutsche Bank,Horacio del Izaguirre,750
ES6625314723900271155664,Sabadell,Dalila Olimpia Bello Bernad,1685
ES6419316754952387972254,CecaBank,Nico Valbuena Vall,7512
ES9363226098097532146539,Santander,Angélica Verónica Soriano Tolosa,2537
ES7476552291079132980596,Cooperativo,Aureliano Corral Olivares,3487
ES1042205893640572943118,CecaBank,Gil Jaén Velasco,9906
ES0408852698236352668367,Kutxa,Nazario Cleto Valero Bautista,4866
ES1794391782616877497639,CecaBank,Nacio Figueras-Araujo,4688
ES2452636833578539201468,Kutxa,Gerardo Ródenas Ureña,2211
ES3834924077562547149998,IberCaja,Plácido Cabeza Asensio,982
ES1686796808867916316482,CecaBank,Amanda Bellido Rebollo,2023
ES1894324549439106882986,Santander,Dan del Pla,7289
ES0303785031328317263893,Kutxa,Marco Trillo Llopis,4646
ES2939258065237829056263,ING,Olivia de Valdés,294
ES2973756716554077908739,IberCaja,Evangelina Polo Echevarría,941
ES6417136516098348684961,Deutsche Bank,Luis Ángel Nazario Manzanares Amador,4059
ES1698877720122418747116,CecaBank,Sabas Julián Belda,319
ES2683796393274282786267,Cooperativo,Otilia Villaverde Armas,9942
ES2732637699491945264119,IberCaja,Tatiana Manuelita Milla Puga,2678
ES6508757204155045307065,ING,Milagros Bienvenida Font Martorell,4707
ES4925663180723575208972,Kutxa,Apolonia Carro Pagès,9837
ES4289370281628261997402,Santander,María Dolores Baeza-Roldan,6840
ES4785745536888855872064,CaixaBank,África Bayón-Osorio,4422
ES7075918860490946172773,ING,Evelia Corral Gaya,8900
ES7054060903826573680005,IberCaja,Susana Enríquez Sanmartín,9233
ES8000153454105839188765,BancaMarch,Juana Anaya Sandoval,4702
ES4947162829686321007248,Cooperativo,Héctor Catalán Font,8772
ES7474866623967316614863,CecaBank,Olimpia Isabela Cano Collado,5263
ES9448000145571558451683,CecaBank,Ana Coca Ortiz,5538
ES4007673272570745875016,BBVA,Azucena Higueras Jaén,5679
ES6818206875858093849318,BancaMarch,Andrea Palomo Garcia,5833
ES2289043998646795026711,Sabadell,Ema Baró-Viña,9322
ES8721055053117536999756,BancaMarch,Victor Cobos,3985
ES9823028337265614666044,Cooperativo,Isaac Núñez,4055
ES9268473247277539958348,IberCaja,Filomena Santiago Clavero,4078
ES2937451014789154661348,IberCaja,Belen de Zamora,1059
ES0456248697226912959591,Sabadell,Maura Páez,8714
ES5508844045104723258915,Sabadell,Isidro Cózar Perea,4759
ES2196427205744413012778,Bankinter,Edelmiro Sanz,510
ES9766377860340121128002,IberCaja,Begoña Valverde,3329
ES7834228513812675661136,CecaBank,Danilo Rincón Llanos,3170
ES3356541609583140504351,Sabadell,Espiridión Calderon Moraleda,9930
ES7168000472175193476686,ING,Rolando de Bou,5143
ES8109061255309376670291,BBVA,Maricela Dávila Arregui,2235
ES2879288447005341262273,Santander,Ángel Boix,6130
ES5674753221457837185999,IberCaja,José Ángel Arenas Madrigal,2451
ES2018932324547403966091,BBVA,Claudio Ponce Alcalá,9309
ES5373808529053055278777,Sabadell,Chelo Alvarado Mendizábal,284
ES4683461923420070908035,Bankinter,Benigno Sáez Alvarado,378
ES1475940046558400219616,IberCaja,Florentina Marín Benítez,6335
ES6086042072743892288173,BancaMarch,Miguel Ángel Trillo Mateu,1144
