iban,bank,name,ammount
ES7847181153134137218510,CaixaBank,Ibán Sigfrido Cadenas Sureda,1042
ES4245026687811925037365,BBVA,Jordana Perez,5580
ES2821960486846585621916,BBVA,Aránzazu del Yuste,8789
ES7434115041435258796905,BancaMarch,Elpidio Mate,9866
ES7738970497219853887810,Santander,Nazario Agullo,5440
ES8521373759512795708211,BancaMarch,Graciana Roberta Mena Bilbao,1649
ES8293203960266242380342,Sabadell,Paola Zamora Villegas,9278
ES1364056935045579645458,IberCaja,Morena Terrón Ramón,9619
ES4110213659578596559053,ING,Genoveva Vicens Solano,4595
ES7703540932776847682442,Cajamar,Rosalina del Vives,1113
ES6975467871194323136486,IberCaja,Regina Lladó-Borrell,7972
ES4703243748588493702873,Kutxa,Sebastián Ortiz Mur,9655
ES1027524508834726844698,CaixaBank,Luciano Ribera-Plaza,5168
ES0851145039264239889927,CecaBank,Mario Galindo-Alcalá,5377
ES8928901476418339203970,Bankinter,Nazaret Martin Benavent Pera,9781
ES8210724285464150865594,CecaBank,Cecilia Pombo Ferrera,3848
ES9729155484685367238325,Cooperativo,Eutimio Goñi Badía,5729
ES6184059985256367059445,Kutxa,Bernabé Beltrán Pont,1299
ES7957758347031308781543,Kutxa,Herminio Vara Lillo,227
ES1704041262510099042777,CecaBank,Almudena Aznar Mosquera,4720
ES1507237187640576989401,Cajamar,Pepe Cifuentes Hoz,249
ES3938324622796493137056,CaixaBank,Casemiro Salmerón Chacón,7504
ES7635132115897227194280,CecaBank,Javiera Otilia Somoza Crespi,4317
ES4533035601267712637948,CaixaBank,Andrés Felipe Julián Pombo,9577
ES7169180774317677939513,Deutsche Bank,Dora Ferreras,9082
ES7194564924495207828354,Cajamar,Modesto Cepeda Ayala,4527
ES8416691385309471435580,Kutxa,Kike Miralles Martín,4259
ES8498773797640399301562,ING,Julio César Casemiro Tomas Esparza,8335
ES4408442810693929163119,Deutsche Bank,María Teresa Daza Arroyo,157
ES6271207973924860219485,Deutsche Bank,Leandro del Montero,2753
ES7304900047049574794168,Cooperativo,Macaria Zaragoza Morell,6935
ES9252944132492715429514,Cooperativo,Hipólito Alsina Palomo,6963
ES2983795649810026839358,BBVA,Aristides de Ayala,5087
ES6740060510280310578889,Deutsche Bank,Edgardo Sanchez Santos,3865
ES9407974206394487919914,BBVA,Luna Montalbán Molina,3323
ES2450169160585635211577,Bankinter,Marta Sarmiento-Anguita,1085
ES1158921247127720880318,Sabadell,Néstor del Diéguez,6133
ES7294673612760264035313,Cooperativo,Consuelo Borrás Alvarez,6892
ES3185270526099097305490,Sabadell,Abraham Nevado Olivares,8335
ES3401165659678766009786,BBVA,Eli Mendoza-Guerrero,291
ES1096616040771229968341,Santander,Elpidio Roberto Garcés Navarro,8922
ES6156179908989330587812,BancaMarch,Anacleto de Alberola,1097
ES9290032090237261112579,Kutxa,Yolanda de Capdevila,5996
ES3944481792505236560225,BancaMarch,Adriana Boix Pazos,8277
ES6631477347532391372583,Deutsche Bank,Edmundo Cabanillas Rubio,7234
ES4388936030553696258819,CecaBank,Federico Timoteo Crespi Morillo,9085
ES2541250715434009985888,Cooperativo,Ramiro Ortiz Cortina,9193
ES6857308218015304354163,Santander,Agustín Paniagua Torrens,4677
ES1180830601525943533735,Deutsche Bank,Pili Camps Almazán,5348
ES2456151920652858634258,Cajamar,Nando Terrón Alegria,9222
ES0686207442363931692187,ING,Patricio Aroca-Campillo,3567
ES0572249392797074440253,ING,Luis Matas Iglesia,3422
ES4137236999973994379900,CaixaBank,Benigno Salgado Casal,2023
ES4216655590302199393675,BBVA,Gerónimo de Trillo,9105
ES7523941676948008682655,Sabadell,Custodio Chaparro Monreal,1479
ES5941148700283960317166,ING,Abilio Cuesta Cerro,2292
ES7646623734318948559903,Santander,Anna Cordero Girón,6883
ES1316416311877369032758,Kutxa,Roberta Celestina Quero Ortega,7141
ES1809281086446056300701,Kutxa,Amílcar Céspedes-Delgado,4693
ES1925801258162539522185,CaixaBank,Matilde Arce,2225
ES0535935893709241546547,CecaBank,Alba Pont Calderón,3173
ES8471671601883784250325,Deutsche Bank,Álvaro Tiburcio Cabrera Piquer,5660
ES2638147361321806725015,Santander,Roxana León,9360
ES6087922782273668245391,BancaMarch,Marco Mayo Porcel,498
ES9009041708917154842639,BBVA,Olalla Castro-Arnau,1857
ES9661752365923609921343,BancaMarch,Fernando Paredes Sobrino,3713
ES6834355269377207933168,IberCaja,Rita Boada Querol,1778
ES2660782280990482764462,CecaBank,Andrea Galván Medina,7281
ES8811077569431976151226,Santander,Evita Antón Company,7903
ES2088154263229165582636,Deutsche Bank,Carmelo Rodriguez Puente,5394
ES5207568435646526300270,Cooperativo,Magdalena Aroca Marti,6832
ES5548491236581478941466,Kutxa,Francisco Javier Zapata Cid,7635
ES5248439787054843891490,Cooperativo,Roldán Rios-Martí,7057
ES9387744382861408062634,BancaMarch,Felix Moraleda Ramis,4627
ES5692038685014299354298,IberCaja,África Villar,7695
ES2462304793296962565758,CecaBank,Isaura Acosta Cabrero,5282
ES5776212730425577657533,CaixaBank,Adoración Córdoba Barberá,903
ES6855454588689048869853,ING,Mariano Planas Pizarro,133
ES4082710777740658252212,Kutxa,Maricruz Bilbao Moliner,5905
ES9794689593213959961567,CaixaBank,Florina Garriga-Tomás,471
ES1705737588599468120013,CaixaBank,Anita María Dolores Pablo Ferrer,3491
ES5096745265767080655577,BBVA,Fortunato Gilabert Bou,7272
ES6351222912302637908742,BancaMarch,Prudencia Parejo Quiroga,3762
ES6691024161488993419515,Cooperativo,Agapito Millán Nebot,3929
ES3232323852747158722852,Bankinter,Leire Lucas Garriga,1031
ES3335589028433204992867,IberCaja,Aitana Alsina,5357
ES5951481653770087394559,CaixaBank,Nicanor Fernández Guillén,3293
ES8083084914604442156109,BancaMarch,Asdrubal de Gibert,4378
ES5119218067637187998840,BBVA,Albert Torre Aller,2106
ES7730024618787604681108,Cooperativo,Federico Castilla Poza,883
ES5369789814901742348046,Bankinter,Reyes Lladó Andrade,4891
ES4380848384931655613704,Cajamar,Remigio del Vila,4205
ES4117071313267671326538,Deutsche Bank,Pío Benavent,6931
ES2802093077318836220402,Sabadell,Augusto Ribera Reina,3703
ES7105773984400681143062,IberCaja,Conrado Salgado Solera,7095
ES7054764833012556247631,Sabadell,Fortunato Evaristo Maza Roselló,3295
ES1046909425880442606531,ING,Nieves Sotelo Osorio,7446
ES6641473213570093022644,Cooperativo,María Dolores Arroyo-Alarcón,8086
ES3560662026314439573260,CaixaBank,Emelina Manuelita Macías Valle,1394
ES6098430367080239650767,Deutsche Bank,Claudia Salas Barbero,7255
ES2914411502572202726126,ING,Ligia Serrano Salgado,2589
ES0392091824647095307690,CaixaBank,Juan Bautista Ortiz Campillo,6433
ES0525210574210405801483,BBVA,Martin de Uría,3817
ES3957991835234821326112,Cooperativo,Nadia Doménech-Pino,4369
ES4342798885118858414299,BancaMarch,Abril Muro Vila,1589
ES9220931535971227246339,CecaBank,Saturnino Royo Benitez,2813
ES9691188813361499306732,Cajamar,Clotilde Barbero Martinez,5891
ES7117866260191725581604,CaixaBank,Benigna Suarez Salvà,2799
ES6746949681502740516171,BBVA,Che de Piquer,5933
ES5796483309207941616990,Bankinter,Victor Manuel Vallés Ferrán,4823
ES4492025922002359608884,Cajamar,Sebastian del Moraleda,2583
ES2453020917207428548582,IberCaja,Gervasio Alfaro Herrero,3026
ES3438006100594996597352,Sabadell,Cirino Armengol Sosa,5065
ES6472377752525129444049,CaixaBank,Zacarías Seco Sevilla,3870
ES5441590210286718795450,Bankinter,Eufemia Escribano Teruel,8162
ES1963449440387198985231,Deutsche Bank,Zoraida Pablo,6275
ES8505138044320558917394,Cajamar,Lidia Salom-Rocha,2629
ES6517924106039862961236,ING,Rosendo Oliva Vara,6853
ES2461724333021258586277,ING,Aurelio Márquez Franco,3317
ES0355156647100816541564,Kutxa,Luis Miguel Lluch Oliver,6078
ES7344952514297885610252,Santander,Desiderio Manrique,4534
ES1535988162576878253963,Cajamar,Maxi Mena Raya,310
ES5815732755991291260985,CaixaBank,Inmaculada Pavón Mancebo,6802
ES6779332250500772496860,BancaMarch,Eloísa Castell Lobo,7897
ES5342021562221786787171,CecaBank,Moreno Guillen Vázquez,4373
ES1414254620954164743147,Cajamar,Adelina Beltrán Morata,9397
ES4592081033679429126338,ING,Galo Vendrell González,5983
ES4654469453370212015651,BancaMarch,Jafet Caparrós Vendrell,2228
ES4107514721521819807185,Kutxa,Salomé del Cisneros,216
ES1531419204990676441668,Kutxa,Paloma Tirado Pombo,984
ES6634232255582511913300,Deutsche Bank,Adolfo Arribas Perea,1498
ES1792139036617796851444,Bankinter,Lola Silva,7453
ES2486227483776530375007,Cooperativo,Sandalio Barragán Fabra,6121
ES7497643020317970811867,BBVA,Lucio Coello,787
ES3704422479945980850009,BBVA,Jenaro Armas Mur,5280
ES3884629356635906140943,Sabadell,Jovita Serrano López,5726
ES0748674318279114417076,Kutxa,Feliciano Merino Luna,5437
ES4522259276184395860372,CaixaBank,Balduino Cañizares Benet,2067
ES2191160173545526726237,Santander,Sigfrido Arnal Piña,636
ES5626932749393596478682,IberCaja,Dafne de Otero,2613
ES3072201891104949766247,Sabadell,Segismundo del Morán,4986
ES9767014099173551351839,Deutsche Bank,América Villalonga Egea,1252
ES7778126377235508168664,Bankinter,Bibiana del Figueroa,9450
ES9215259493180116410962,CecaBank,Renato Bonet-Borrell,7043
ES3714098425397215592570,ING,Luciano Vicente Gámez Montesinos,7664
ES3385228663233179514302,IberCaja,Cristian Barberá Losada,9400
ES9717188940016427838119,ING,Macarena Felipa Fernandez Blasco,1818
ES8512606370250053937912,Cajamar,Mauricio Farré Bueno,690
ES0940080862843763494849,Sabadell,Edgardo Mariscal-Casado,2540
ES7626145441040344108242,Kutxa,Ruperto Méndez,7292
ES8326019374052969762654,BBVA,Leoncio de Andres,2691
ES4170091196125232950769,Deutsche Bank,Julie del Girón,6089
ES4451708416557560850327,Cajamar,Cloe Fuente,5764
ES6705445203416700997301,Kutxa,Custodio Baños Caballero,3817
ES6839000032978664816031,IberCaja,Santos Melero Carrasco,7266
ES9140340367386065287928,Cajamar,Virgilio de Salgado,4840
ES3182966800037482802731,BancaMarch,Jaime Íñigo Sarmiento Yuste,8578
ES7736797702420063470891,CaixaBank,Eli Tur Codina,2015
ES0429943612528383780001,CecaBank,Gabino del Agudo,2896
ES6728227642819242527430,ING,Guillermo Bayona,6935
ES1787910207541885357290,ING,Encarnacion Contreras Torralba,4240
ES4889160666526324243234,CaixaBank,Mario Estévez Sandoval,3711
ES8863432064719509383827,Santander,Timoteo Llamas,9400
ES8365695780262702275912,Deutsche Bank,Ambrosio Antón Higueras,4970
ES6127418712390825818084,CaixaBank,José Magdalena Garmendia Reyes,7533
ES6082712588248005160159,Sabadell,Dulce Valenzuela,4045
ES2090019102440064291824,Deutsche Bank,Juan Pablo Cuevas Feijoo,312
ES3140652798562094918279,Bankinter,Alba Maestre Iborra,4251
ES1340803759697735501436,Sabadell,Melisa Aguilera-Barros,9588
ES7874197676599772453781,BBVA,Vilma Nadia Pérez Piñeiro,4107
ES1016339164415419754154,Deutsche Bank,Leandra Vilma Salvà Acuña,7961
ES0956589372472255467224,Sabadell,Filomena Arnal,9733
ES6277423100195624858473,CaixaBank,Asdrubal Alcaraz González,8223
ES7563129693496873942605,CaixaBank,Amaya Azahara Costa Cifuentes,3239
ES1433630030416480761468,Deutsche Bank,Natalia Reyes Muro,6836
ES3851648321469497131683,IberCaja,Edelmiro Baena Hoz,2705
ES0646136582229578000742,Bankinter,Fátima Barral Zamorano,303
ES9616227058748129704164,Sabadell,Atilio Tirado Luna,3492
ES0950871172458567188818,Santander,Noemí Gibert Cordero,9019
ES1005470386652757746368,Kutxa,Damián Jiménez-Aliaga,8775
ES4979447238053211557292,BBVA,Flavio Luz,2619
ES2725709901905042195262,CecaBank,Ainara Morera Porras,4499
ES8109535775774104595095,Sabadell,Feliciana del Fuentes,4123
ES4353695766318088534410,Cajamar,Eustaquio Tamarit Doménech,4507
ES6861767931510528980202,BBVA,Calisto Carrillo Aguilera,5422
ES9705869875214061928432,ING,Fabiola Gilabert Rey,4784
ES2137797356789656716439,Sabadell,Cristian Ballester Checa,8849
ES3794467559361859630662,CaixaBank,Laura Gallardo Corral,1652
ES8204580078707593514408,CecaBank,Fabiola Hernández Tejedor,7743
ES4912117943738103027781,Sabadell,Estrella del Martin,325
ES5788221552235784952466,Bankinter,Daniel Carreño Abella,2514
ES5439715475477980870176,Cajamar,Cloe Grau Ureña,7801
ES9199804463338990739897,IberCaja,Coral de Barceló,7819
ES1658803265988912233163,ING,Octavio Cordero Seco,1170
ES8964012475897837839552,Kutxa,Candelario Belda-Estévez,7748
ES8399373726973303323526,CecaBank,Lucho Lago Santamaría,179
ES0693251093272647392846,Cajamar,Nico Rosales Casanova,9426
ES4794710713469306774135,CecaBank,Julio de Vara,7140
ES8656151707369318764606,BancaMarch,Plácido Roda Castelló,9814
ES4093856184444425299301,BBVA,Eulalia Rebollo Cañellas,5114
ES0519833440837092925343,CecaBank,Eugenia Pujol Blázquez,5256
ES2584784766443702194511,Deutsche Bank,Reinaldo Salomón Rozas Sosa,4070
ES5483371179706422362851,Cooperativo,Leocadio Pedro Jordá Acevedo,7975
ES1553427894285544496501,BancaMarch,Vasco Ramírez Martí,5065
ES8537787714100817972899,ING,Ignacia Crespo Alegre,3108
ES3613404917137504853716,BancaMarch,Aurelio Álvarez Sevillano,1215
ES6514739198829954406943,IberCaja,Máxima Loida Donaire Castilla,2430
ES2615363095298274622113,CaixaBank,Vidal Boada-Carnero,2077
ES4884422336969476479483,CecaBank,Modesto Mendez Espejo,2509
ES1394523760502136282208,Cooperativo,Jonatan Porcel Tamayo,7543
ES1106590917093593668487,CecaBank,Rosa Múgica-Lerma,4498
ES4958637587367950450152,Bankinter,Teodosio de Ramis,6104
ES3878983392794667394745,Cajamar,Nidia Mate Romeu,2056
ES2882043756162218923603,BBVA,Leyre Otero Escamilla,7438
ES5393322083184574378263,Sabadell,Maribel Guerra Lobo,710
ES1774320792475455036503,BBVA,Silvio Arranz Diaz,8893
ES2217791349222349663162,Kutxa,Emiliana Carretero Arana,8963
ES9514060950225643869059,Kutxa,Albino Torrent Gallo,6282
ES7863461206122458220446,Santander,Bruno Anglada Salmerón,5005
ES6753020780723391007911,Kutxa,Hortensia Paz Rodrigo,4913
ES9583024518974611121523,BBVA,Aristides Herranz Machado,9812
ES8623180075209194933017,BBVA,Agustín Carbonell Villanueva,6540
ES2741157675514948277883,BancaMarch,Prudencia Artigas Somoza,4945
ES8511222022306514869963,ING,Pilar Delfina Cobo Fernández,7229
ES2529341068860309941993,Bankinter,Elisa del Cortes,8845
ES6747176677185141707998,Santander,Marcela Amor Vall,9249
ES8082880541278341950276,Cooperativo,Apolonia Julián Guillén,4686
ES4662172751958167466629,Bankinter,Consuela de Vives,845
ES1035795668092960590889,CecaBank,Fulgencio Sarmiento Diez,3094
ES9710647436803178399847,Sabadell,Mónica de Roura,5065
ES7885038161208961741442,Sabadell,Aránzazu Villalobos Nadal,7463
ES4364971035054987079574,Cooperativo,Hortensia Expósito Morell,1817
ES6705361205396319924454,CecaBank,Benita Alfaro Jódar,815
ES2098311457953282348153,Cooperativo,Jose Celso Roselló Folch,7199
ES7129848783727304002520,ING,Blas Cabello Torrents,9741
ES5929801451449452032824,Cajamar,Fabiola Bosch-Rodrigo,569
ES1444668515333649921647,CaixaBank,Valero Jiménez Carrillo,1387
ES1116509821841945386869,Cooperativo,Carlota Silva Gárate,1117
ES2525363989039258419812,Bankinter,Paulina Victoria Pulido Gárate,2769
ES1431423731978801489789,CaixaBank,Reyes Arias Sánchez,3285
ES5762542604731898116767,Cajamar,Flora Poza-Esparza,4376
ES1879584006360263308167,BBVA,Teresa Noguera Planas,6678
ES6590029686900646202753,IberCaja,Camila Escrivá Sarmiento,6704
ES4552465429841505373251,BBVA,Jose Francisco Armas Miró,1227
ES6973450122056903812453,BBVA,Fabián del Silva,6486
ES0258432940787963584403,Santander,Serafina Peñas Jove,283
ES6100401094101756341302,Sabadell,Itziar Puerta Maza,4286
ES1932965115663398031253,BBVA,Gabriel Llano,5315
ES2528702950886785912912,Kutxa,Noemí Coello,7681
ES7482336274518737882159,Bankinter,Javier del Morillo,1691
ES1823389203612039078114,Santander,Camilo Hoz,3339
ES5267067881418220643414,Cooperativo,Guadalupe Garzón Morales,5856
ES0218545087815468013067,Deutsche Bank,Nacho Castelló Rosell,179
ES7821996913851592447434,Bankinter,Cruz Iriarte Cabeza,9554
ES5357603478415448976769,Cajamar,Herminia Zabala Baena,8835
ES6016853635141204546610,Santander,Aurelio Manjón Morata,4310
ES4988701275634679818990,Bankinter,Trinidad Olivé Sarabia,5625
ES0757488620227138527162,ING,Sergio Terrón Valcárcel,8923
ES9250340487519477508941,IberCaja,Fabiana Riba Porcel,7878
ES5755074867567266482784,CecaBank,Mayte Ricart Peinado,6670
ES2125997542275026601385,CecaBank,Juan Manuel Aguirre Páez,3669
ES8705246798717643362947,BBVA,Clotilde Ignacia Seco Lluch,2828
ES5657954866580536741280,BBVA,Reina Barbero Iriarte,2585
ES7421817365927052877040,CecaBank,Anselma Sevillano,3984
ES7352748626973324628369,ING,Pedro Ibán Quevedo Soler,5646
ES4215521680155153878580,BancaMarch,Lola Rebollo Donoso,2855
ES6665473854257561062706,ING,Dulce de Cerdá,7724
ES4932798587254919856233,ING,Darío Blanca Cobo,3441
ES5646304397671106317408,Bankinter,Álvaro Escribano-Orozco,4266
ES7388023163094940799924,IberCaja,Eliana Heras Nicolau,1684
ES5510346878010340868693,Bankinter,Rosario Carbonell Plaza,2974
ES4025462510500353125433,Kutxa,Etelvina Lozano Pacheco,4874
ES3062564185758656657317,Cajamar,Simón Rodolfo Solana Roca,2341
ES2589090065056429011118,Kutxa,Graciano Conesa Arnau,5798
ES2070959950759683700198,Cajamar,Pía Bárcena Carbonell,1875
ES0559842310401019939629,CecaBank,Bernarda Capdevila Vélez,2964
ES7651293919591412527762,Cajamar,Félix Sanchez Macias,8442
ES0887964706140087190846,Kutxa,Marco Cabrero Rosales,1261
ES4352265333415652301378,Deutsche Bank,Valentina Hierro Benito,3549
ES0495682976216803609024,Santander,Lina Alonso Ribera,6894
ES3516268190869089410155,ING,Luis Ramírez Carbonell,6353
ES7725197508828739750180,Bankinter,Paloma Ramos Matas,2758
ES9335743898480076446769,ING,Regina de Galan,576
ES7983970247560897909580,BBVA,Hugo Ribera Salmerón,4705
ES9471593426957962737464,BancaMarch,Etelvina Mariño Zabala,5198
ES1068094359567099331256,Santander,Celestina Susana Roldán Vega,4970
ES1823688472469316648731,CecaBank,Bernabé Cobos Villalobos,9862
ES1057819083832221304307,Sabadell,María Dolores Luciana Ramirez Sabater,6790
ES2691804680730654661780,Kutxa,Nayara Cámara Tejedor,6412
ES2723396127985038593261,Bankinter,Abigaíl Castillo Fernandez,6215
ES7976477397309159246703,BancaMarch,Jose Luis León Mayol,9538
ES5718060635813033270709,CecaBank,Isidoro Luciano Tolosa Sevillano,1183
ES9630513002740160765033,Deutsche Bank,José Ángel Duilio Nuñez Serra,7005
ES2944970105569627178807,IberCaja,Loreto Requena Ferrán,8152
ES4306621415084726361441,BBVA,Jerónimo Albero-Pi,8391
ES1094593488582665950441,CecaBank,José Antonio Pulido Ortiz,6779
ES6483716294256106443701,CaixaBank,Cristina Gaya Marin,3125
ES8922206620469216191948,IberCaja,Claudio Canet Bellido,6253
ES3985545535642711870618,Deutsche Bank,Ligia Sotelo Espejo,7138
ES4559730211892951866786,IberCaja,Alba del Farré,3254
ES1612626227276795009873,IberCaja,Dominga Ribera,7704
ES8586823560856410819447,Bankinter,Moisés de Cuadrado,1310
ES6803602550589698689992,Kutxa,Maricruz Cándida Armas Goñi,5484
ES7031613251032911448550,Kutxa,Alfonso Arjona Tomás,6070
ES1395179417167253280494,Deutsche Bank,María Teresa del Cobo,8121
ES4928803949405469825783,Santander,Natanael Gil Berrocal,1802
ES4015646329105435691306,BancaMarch,Florencia Artigas Villalobos,1196
ES3143625515840202314274,Santander,Albano Bonifacio Briones Murcia,2775
ES0233949022838625455441,Santander,Sofía Téllez Ropero,6608
ES8049269381538882817142,BancaMarch,Chuy de Pinto,7130
ES4238940338254783091400,Santander,Violeta Barberá Arce,9183
ES8453737304338805163430,Santander,Valeria Bru Arana,4680
ES8832956323806053464946,Kutxa,Dimas Bermúdez Blanes,1306
ES1763921031412015797284,CaixaBank,Wilfredo Torralba Tur,7059
ES7963670817164004164822,IberCaja,Gregorio Castañeda Nevado,8220
ES9163812019084929272473,Cajamar,Áurea Piñol Luz,731
ES7359225751437758312522,Cooperativo,Paloma Valderrama Girona,1353
ES2756896560576494753117,Cooperativo,Amaro Tovar Lara,3626
ES5788625029699389189607,Cooperativo,Felicia Salamanca Fernandez,5421
ES2121703697538672583747,ING,Eva Morante Pavón,4951
ES4486108937535175927981,Sabadell,Trinidad Roura Egea,1476
ES2761449511828122724430,Bankinter,Aitor Castell-Salmerón,180
ES2642967394006414805858,BBVA,Nicanor de Mayoral,7574
ES4875379911498516443280,Kutxa,Edmundo Aguiló Moya,7352
ES4334081970529621584055,Deutsche Bank,Perlita Cárdenas Conde,7597
ES1925961714738764263796,CecaBank,Nando Coronado,7391
ES8590097377301927122123,Kutxa,Josep Virgilio Fabra Fonseca,1852
ES4562941489731609064954,ING,Roque Valle Soler,8692
ES7350891899427624887422,CecaBank,Ricardo Toledo Tur,6743
ES9002824847807677749083,CaixaBank,Bartolomé del Elorza,3772
ES9566733340708322147239,Bankinter,Elvira Bellido Solano,8311
ES1714089477722264285519,Santander,María Falcó Bou,7878
ES1447770256319100782370,Bankinter,Amelia Codina Osorio,7803
ES0505974638608010456296,Cooperativo,Trini Camps-Colom,6540
ES4177095272445289806580,Deutsche Bank,Fermín Jara Cabañas,7032
ES0205942331338593678524,CaixaBank,Amando Arana-Lamas,9346
ES9309991738223687461347,IberCaja,Zacarías Gordillo-Bolaños,4536
ES9778098529161448231284,Sabadell,Jaime Abascal,1039
ES2225511696159886269080,Bankinter,Martin Murcia,1711
ES7460241492010045412346,CaixaBank,Baldomero de Leon,1820
ES2964485626499799565619,BancaMarch,Begoña Vergara-Ojeda,336
ES1491480581789219506674,Deutsche Bank,Gil Cortes Cerdá,8115
ES2948730810143925710526,ING,Leonel Fabra Carmona,4240
ES4167013554409130858740,Bankinter,Febe Jovita Plana Poza,1875
ES3971692534427793693467,CecaBank,Bonifacio Pla Escudero,8657
ES8545635701596690686300,Cooperativo,Álvaro Salom,5414
ES6186970997580424152363,Santander,Andrés Castañeda Piñol,3590
ES3046488400147765326541,CecaBank,Martín Agustí Bautista,663
ES9181727667880748918325,Sabadell,Maximino Pou Gascón,8227
ES5480228082233802993847,Cajamar,Juan Nevado Checa,6667
ES7386588911884027121640,Sabadell,María Ángeles Cid Nevado,7200
ES1949497418397095458432,Deutsche Bank,Candela Segarra Busquets,9724
ES3679196053097693459383,Cajamar,Edu Piquer-Jaume,6158
ES5207649874237123548461,IberCaja,María Luisa Barón Silva,9700
ES5046907813021769767704,BancaMarch,Adolfo Zabala-Bello,7526
ES4814515984430343611404,CaixaBank,Pepe Tena-Ponce,2026
ES7694022412002580205169,Deutsche Bank,Lina de Doménech,6524
ES3970834104264383845170,CecaBank,Bibiana Sanjuan,5394
ES1982947055461291444472,ING,Samu Cordero-Arjona,2533
ES3133452677804585352971,BancaMarch,Herminia Pagès Aparicio,3718
ES7126811365430496897834,CecaBank,Daniel Fiol-Mas,6086
ES5134798605405907231934,Sabadell,Florencia Alcolea Ocaña,388
ES0783033953405663186406,BancaMarch,Yago Canales,8173
ES9009286805012631667048,Kutxa,Noé Machado Comas,2399
ES8423398445272091221629,BBVA,Arcelia del Prieto,4927
ES5618246086533326772148,Cooperativo,Tristán Cerro Sastre,7707
ES3895509296420592510345,IberCaja,Gracia Jove-Asensio,6356
ES5369641011914517926811,Sabadell,Viviana de Mendizábal,7011
ES8235966165608477519319,Bankinter,Azeneth Almeida Folch,4038
ES5788032785275339330640,Santander,Feliciano Acuña Lumbreras,8487
ES7578899446601961797206,Cajamar,Onofre Galván Gálvez,9797
ES1769039112906835546298,Deutsche Bank,Abigaíl Perlita Alcalde Rojas,3282
ES3664991258358042115421,Cooperativo,Espiridión Manrique,2386
ES8435583947714388543165,BBVA,Julio César Gaya Soriano,7109
ES3208675595732856955959,BancaMarch,Paz Haro-Perez,6993
ES0540539839314745059037,ING,Isaura Céspedes Vara,1126
ES5296378693965222239383,Bankinter,Rosario de Salamanca,5845
ES7146300449554524984179,BBVA,Dimas Conrado Crespo Hervia,7206
ES1213418705843586507421,Cooperativo,Nilda Múgica Hernandez,4583
ES0896434095293106268218,Santander,Genoveva Fanny Luque Buendía,1719
ES4494655564124093069245,IberCaja,Constanza Fonseca Jordá,412
ES9621305203421990239965,CecaBank,Jacinto Viñas Borrás,2491
ES8367185017021044097596,CecaBank,Raimundo Costa Linares,5466
ES7619948099469094286470,BBVA,Lisandro Roma Sanz,7242
ES5015996391504098527159,BBVA,Candela Salvador Belda,1790
ES3900686841860480343494,BancaMarch,Violeta Cisneros Piña,2268
ES4177814609700720251292,Bankinter,Alberto Manrique-Aragón,5636
ES8920546256531027321308,Deutsche Bank,Edu Acero Borja,8801
ES4465729330033093010540,Cooperativo,Ruperto Canet Roldán,1505
ES1870789194386294741321,BancaMarch,Azeneth Ramos Boada,9039
ES2685760845047625424066,Cajamar,Sabas Nogués,884
ES6890192840009883597813,CecaBank,Amílcar Canales Morata,7001
ES1940742957301223871049,Cajamar,Pancho Carbonell,2751
ES6796669105380337715202,Cooperativo,Eloy Iglesia-Acevedo,1768
ES2230933981217953189904,Cajamar,Estela Mir Blanes,2036
ES8024517590360841825286,CecaBank,Galo Bilbao Jordá,413
ES8990846632448865384418,Sabadell,Diego Bertrán,4029
ES5054866258892242959100,Bankinter,Apolinar Mas Villalonga,7723
ES8114449031485970356772,Cajamar,Reinaldo Calleja Hierro,5803
ES5105278751184158593602,CaixaBank,José María Acedo Peiró,7713
ES0576179550349008283866,CecaBank,Cayetano Cerdá-Paz,3621
ES6995150324775296956479,CecaBank,Noa Juana Esteve Ledesma,1330
ES6563090556504836808266,BancaMarch,Rufina Morcillo Giménez,5189
ES4345929981382260568811,BBVA,Ester Cordero-Carlos,2247
ES9618960046526785157522,Bankinter,Vanesa Vera,2815
ES1914584534522130518805,Bankinter,Pepe Vilar,2061
ES4375792423142711879623,Kutxa,Abilio Tudela Menéndez,9665
ES1655547061481875125947,BBVA,Armando Solano Sarmiento,9737
ES5298287207747820703514,BBVA,Sigfrido Echevarría Aguiló,5014
ES6202075791614636971950,Deutsche Bank,Duilio Espejo Segarra,8222
ES5087655986654543592827,CaixaBank,Guiomar Miguel,860
ES1877251725519643800461,Santander,Quirino Hernandez Piñol,4995
ES7543840327493322971568,Cooperativo,Domingo Pacheco Aguirre,7490
ES1361000773640333162995,Kutxa,Marisol Llobet-Melero,391
ES3050242924974284747847,BBVA,José Amparo Belda Giner,7605
ES6111375519597442392852,Bankinter,Marina Elvira Montaña Uriarte,7375
ES1937012445725540830064,CaixaBank,Visitación Lara Nicolás Arroyo,3905
ES6140852453367249405507,BBVA,Wálter Osorio Catalán,2986
ES0990476750315600001273,CecaBank,Eulalia Dueñas-Carranza,3746
ES4150927329623409446576,Deutsche Bank,Demetrio de Iborra,7209
ES9131693169612486421415,Cooperativo,Virginia de Ferrández,9286
ES5124690735290595745881,Santander,Emperatriz Luna Roldan,2073
ES9853167814567051969748,Santander,Victorino Blanca-Rojas,8884
ES0940659260051374462508,Bankinter,Juan Pablo Casemiro Osuna Salgado,6722
ES0313251332561172144980,IberCaja,Félix Bilbao Rincón,4854
