iban,bank,name,ammount
ES0696538631960388617956,Cajamar,Melisa Ariza,2843
ES9110578369220546422601,Sabadell,Ibán Iñiguez Oliver,4217
ES9778500339305434724516,IberCaja,Rafael Pinedo-Gonzalo,7086
ES9252372074581643908607,CaixaBank,José Ángel Cortina Barba,1405
ES4802158709170217332392,Sabadell,Petrona Báez Galan,1832
ES0853628083352454265220,Bankinter,María Manuela Valverde Guerra,7256
ES1933455763827591580414,BBVA,Carla Isern Montalbán,1731
ES9594804452866576238570,CecaBank,Sandra María Carmen Carballo Sanmartín,3442
ES1784240429094956370682,CaixaBank,Miguel de Martínez,7873
ES6980656336386802413118,Cooperativo,Candela Reig Girona,1953
ES0716719896252868289437,BBVA,Seve Losada Bellido,8599
ES4927074992165349513877,CecaBank,Chucho Guerrero Orozco,106
ES2806988687209803086647,IberCaja,Angélica Sánchez Cardona,1151
ES8116842978951868196601,ING,Sabas Jose Ramón Peláez Figueroa,7747
ES1398309716966939428012,Cooperativo,Adelardo Mariño Arnal,1923
ES8584704668656218720790,CecaBank,Maristela Acero,2101
ES7315710081714576429242,Bankinter,Juliana Gabaldón Albero,3279
ES8485400338304685136733,IberCaja,Marino Lumbreras Núñez,2571
ES4442453383594174385701,Deutsche Bank,María Luisa Isabel Yáñez Barreda,2250
ES6657345361244539925572,IberCaja,Joel Segarra Querol,6481
ES3197633229663936308929,BBVA,Teófila Cuenca Cantero,4095
ES2154258126344626996705,CaixaBank,Gertrudis Mir Sanz,6942
ES0598672890685435177478,Cajamar,Cebrián Lozano-Font,6772
ES4282047131254537169590,Kutxa,Marisela Castellanos Núñez,4668
ES4172111991449443663047,Deutsche Bank,Martina Huerta Becerra,3408
ES6465721601760009929796,BancaMarch,Eutimio Rogelio Hervia Escalona,1293
ES1428071342651651596968,BancaMarch,Domingo Cueto Baró,2343
ES5712467839421201005625,CaixaBank,Galo Martínez Mur,3633
ES1947012635261965530841,BBVA,Alex Robledo Fortuny,7101
ES8420896267544290556254,Cajamar,Claudio Agustín Vila Amaya,6026
ES3400960186721322690671,BBVA,Maura Escobar Jover,9956
ES1563466365686588760400,ING,Alfredo Laguna Milla,9159
ES6894552332928490779828,CaixaBank,Erasmo de Aranda,7894
ES8619824924471411340060,Cooperativo,Chuy Montenegro-Linares,802
ES5684203781246534340968,Sabadell,Marianela Machado Aroca,5101
ES1435718087767232217973,IberCaja,Brígida Fuertes Crespo,1673
ES3986808227639874682585,BBVA,Alba Martina Quintana Tomás,792
ES7890960622907174053722,CecaBank,Azahara Bautista Villalonga,3918
ES2447437386274404148647,BancaMarch,David Alvarez,174
ES9781919596017748897558,ING,Patricia Agustín-Badía,2749
ES9747728933014515660393,CaixaBank,Bibiana Flores Mosquera,4819
ES0578414943238572355596,BancaMarch,Trinidad Gual Bernat,5458
ES4221061420064778445945,Santander,Ligia Almazán Agudo,9111
ES6014107287681499970491,Deutsche Bank,Óscar Amor Valbuena,5423
ES2657296562782193638188,Santander,Berto Amaya Alberola,1916
ES6848495280386267676184,IberCaja,Esther Zabala-Rodrigo,7406
ES6893114231917541116720,CecaBank,Isa Ribas,5118
ES6840205761527646298177,BancaMarch,Sarita Estela Agustín Benavent,6298
ES9640084683846128179402,CaixaBank,Lara Ripoll,8232
ES4451672752339166918090,Santander,Demetrio Palacio,8281
ES0916860929274671712874,Kutxa,Rosario Lerma-Peralta,3884
ES8836956356569810635732,Santander,Chema Abella Salcedo,2011
ES5617873887601475887466,Bankinter,Maricruz Bermúdez,7008
ES4293170894220454148305,Cajamar,Aitana Ortuño Segovia,1739
ES0789267796379901292692,Cooperativo,Julia Jaume-Valera,6898
ES7682183376048332651348,BancaMarch,Danilo Bru Andreu,6318
ES5613367287158096448295,Cajamar,Sandalio Norberto Carvajal Jordá,2426
ES7817297028711729657543,Santander,Ariadna Boix-Luque,2347
ES4741909923318417614385,Cajamar,Ulises Navarrete-Ortuño,8735
ES5564359532309206802371,IberCaja,Gaspar Fonseca Viana,242
ES0960385121937363969422,Sabadell,Jovita Busquets Arco,633
ES6576215758227802404990,Cooperativo,Régulo Chacón Adán,2012
ES3577733668884864028163,BancaMarch,Clarisa Fidela García Cabañas,6079
ES8530409945276980606108,Bankinter,Isabel Tejada Almansa,8494
ES9434092647591001265776,BancaMarch,Abilio Losa Piñeiro,6224
ES4087586245212349106057,Cajamar,Victorino Eustaquio Coello Salgado,6922
ES5544384777910893383872,Deutsche Bank,Lupe del Villaverde,8219
ES7616437431417931737998,Bankinter,Miguela Aramburu Martínez,6240
ES3278413574313436313326,CaixaBank,Magdalena Folch,7226
ES8433727678798449413405,Deutsche Bank,Nico Cuevas Vaquero,4408
ES4864785902902744260465,IberCaja,Cándido del Gibert,7995
ES1410517646345067547083,Cooperativo,Micaela Valbuena Figuerola,8644
ES9462897019665022551420,Deutsche Bank,Maxi Jover Berenguer,1608
ES3767194860972557367129,Cooperativo,Diana Porta Torrent,4459
ES0841167001063243481353,Bankinter,Zaida Jover Solera,9270
ES4484042092879254448651,IberCaja,Toribio Zorrilla Escamilla,4850
ES8628198141114179129519,CecaBank,Modesta Machado Escrivá,2123
ES6794702823629454377989,Sabadell,Tadeo Miguel Pedrero Blázquez,2713
ES7317293204174813905078,Cajamar,José María Coca,8894
ES8106903066661449814419,CaixaBank,Rómulo Nicolás Valls,3235
ES0581755272148923462856,Cooperativo,Clementina León-Artigas,3467
ES4536841371936724467330,Deutsche Bank,Eloy Sainz,9503
ES5550422357086388451457,CaixaBank,Nazario Arribas-Parejo,6622
ES1814488909700688134269,BancaMarch,Carlito Vila Bayo,6973
ES6451074574575044806414,IberCaja,Haroldo Ariño-Lucas,9414
ES0817224762725509143718,CecaBank,Irene Calleja Clemente,8696
ES0749953750872168310675,Cooperativo,Natanael Díaz,4906
ES3119584218166032077565,Santander,Tiburcio Zabala Linares,5539
ES9812200523862996857118,CaixaBank,Úrsula de Corominas,3932
ES6950284305570025175746,Cooperativo,Albano España Puerta,3888
ES3584071635648191309730,BBVA,Luz del Múñiz,2591
ES3873506314047190853040,Cajamar,Rómulo Zabaleta Solano,5860
ES3977614244639125662213,CaixaBank,Marc Benavent Prieto,7363
ES9832890535291243370770,Kutxa,Sosimo Pascual Blanes,3636
ES3290444070158286440346,Cooperativo,Leire Elisabet Malo Sobrino,9538
ES6446322323382290171267,Deutsche Bank,Maricruz Mínguez Lorenzo,152
ES4683864182745370852316,BBVA,Virgilio Pastor Morera,9250
ES5457479089294257053177,CaixaBank,Martirio Planas-Pozuelo,7904
ES1722293833844967934456,Santander,Teófila Camino Almansa,5937
ES6835515220556834641183,Deutsche Bank,Josep Barrio Grande,4819
ES9473142571576113781649,CaixaBank,Bienvenida Rosalina Becerra Frías,1273
ES2816913146307161598597,BBVA,Ángeles del Roldán,649
ES2676326823748943985183,BBVA,Miriam Gomez Cabello,397
ES2866409953860015739515,Santander,Eva María León-Carranza,6514
ES1564592770375788439932,BBVA,Maxi Farré-Tomé,6945
ES8439142766841282150238,BBVA,Luciano Contreras Sanjuan,4301
ES5224860251312238165054,Deutsche Bank,Ceferino Naranjo Olmo,1053
ES1692085397607913035877,CecaBank,Anselma Segura Amo,1863
ES3327402994807883992873,Santander,Albert Berrocal,8902
ES1104893889107094981767,Bankinter,Rosalía Consuela Villa Ayllón,2508
ES7721185782561881765415,Deutsche Bank,Balduino Múgica Rius,5600
ES0287096161488686990224,Kutxa,Isabela Valls Ros,7352
ES8948663227496826635767,CaixaBank,Fidela Cervera,6076
ES3844954681260454771604,BancaMarch,Maxi del Huertas,8746
ES7898383349993897647427,Sabadell,Rubén Marcos-Cabello,9461
ES9540598357829051247997,Santander,Manuela Ibarra Rojas,7923
ES8972738638003554606749,Deutsche Bank,Crescencia Parejo Torrecilla,3556
ES7517614265119586417724,BBVA,Dalila del Prada,2278
ES9540093228126749130520,Kutxa,Tiburcio Murillo Quintanilla,1476
ES6368824492901950157432,BancaMarch,Rómulo Bauzà Calleja,5694
ES6867170377945298077478,Santander,Agustina del Tapia,5505
ES8034286167128173923672,Sabadell,Marcela Olivera Pinto,6097
ES7967697740472780193295,CecaBank,María Del Carmen Abellán Llamas,7355
ES3178854973176391298143,BBVA,Magdalena Benavente-Mínguez,4661
ES6928321977932928579110,Cooperativo,Josefa Menendez Gordillo,4567
ES2472492126322124915498,BancaMarch,Josefina Adadia Morata,3960
ES7880632760784325530602,ING,Jose Carlos Ribas Peñas,9137
ES3362393674494129120125,ING,Febe Feijoo Llabrés,5025
ES2733436298343064427674,Deutsche Bank,Haroldo Verdú Valcárcel,1077
ES7796308370101309865320,IberCaja,Moisés Mur Lluch,1116
ES3864732401927915163206,Sabadell,Jose Miguel Clemente Diaz Hervia,6417
ES6332769845629269282221,BancaMarch,Toni Cabo-Tovar,1317
ES1116397540236483296995,IberCaja,Efraín Ayuso Verdú,8142
ES1371626277335088848221,Sabadell,Urbano Sanmartín Huerta,650
ES2859244924617303604775,Cajamar,Crescencia Varela Manzano,8549
ES5703507832222716234323,Santander,Alejandro Rius Lastra,5770
ES4430116541948719446338,IberCaja,Eloy Valentín Perales,4925
ES5685459771252134401468,ING,Ileana Roselló Valle,5412
ES4246369524420593549762,Deutsche Bank,Elpidio del Plana,2057
ES8841276055842432994007,Sabadell,Roberto Onofre Sanmiguel Tenorio,6276
ES6585761664766032357586,BBVA,Reinaldo Páez Pujol,1564
ES1155386597545507380410,IberCaja,Fidel Francisco-Nogueira,364
ES4931486112936942798038,Cooperativo,Rodolfo Padilla Palomino,6696
ES4666142939174130763298,ING,Áurea Zamora Cal,6639
ES8859241380850070251487,ING,Ágata Escalona Rojas,2458
ES5046498725365498148161,CecaBank,Donato Valls-Tudela,7847
ES8312696953803882913033,IberCaja,Teresita Lozano Amat,8156
ES2293041460772202652310,ING,Benito Agullo,5826
ES5514153782231594653565,IberCaja,Quirino Rey Polo,529
ES0932271218994712029439,Bankinter,Manola de Alemany,4241
ES4345325516991324997320,Santander,Javi Eliseo Torrent Colom,8345
ES5339096579169358272058,Kutxa,Bernardita Cuenca Ponce,9834
ES1595658347749395813215,CaixaBank,Lázaro Aguilar Santiago,5913
ES9013788701545145388513,IberCaja,Leocadio del Figueras,9552
ES7476606951868098310777,BBVA,Gilberto Arregui Miguel,1207
ES5385797512517222575959,CaixaBank,Rómulo Ocaña-Alcalde,5607
ES4967188280160971078351,Bankinter,Jorge Peinado Barriga,2259
ES8740242335491567286780,ING,Marciano Cañellas,9765
ES2473163542460706288675,CaixaBank,Teresita Mateos Navarro,3605
ES0750105472629427972493,IberCaja,Flavia Garzón,374
ES8889869887748872974652,Cajamar,Eligia Peñalver,3095
ES9425062085310080107217,Deutsche Bank,Seve Belda Nicolau,1446
ES9714281670409069024646,Sabadell,Calisto Gracia Millán,6762
ES7874231165707702548284,Deutsche Bank,Nadia Barrena Salcedo,8428
ES7337873076157145332919,Cajamar,Domingo Serra Aragón,3951
ES1373539590265354289858,CecaBank,Sara Daza-España,7305
ES9069685449183801399337,Cajamar,Fabiana de Nebot,5147
ES1720809871741659997671,BancaMarch,Jerónimo Baeza Exposito,1533
ES8971544134775956542556,CaixaBank,Isa Sancho,7793
ES2317439737492148407220,IberCaja,Susanita Falcón Ramírez,8552
ES8366323509549860156386,Santander,Norberto Arroyo Díaz,4120
ES1443365309365994452887,Kutxa,María José Vicens,5274
ES1182946883100087255561,Santander,Aránzazu Zorrilla Exposito,7704
ES6698323697511731019336,Santander,Delia Zamora Almansa,3561
ES4794266091756945749219,IberCaja,Gerónimo Gregorio Bautista Alcolea,5040
ES5696811119351579930809,CecaBank,Samu Donaire Díaz,8720
ES2413938466780643623137,Sabadell,Susana Esteban Abellán,4385
ES1462171030179762932470,Cajamar,Juana Pou-Luján,8239
ES9122772597748382312510,BBVA,Julio Posada,612
ES2449676203508219270488,Deutsche Bank,Julia Acedo Diéguez,2867
ES2309821398294921275989,Deutsche Bank,Heliodoro Uría Quesada,7647
ES1243680454969983939812,BBVA,Vidal de Duarte,4740
ES1700088032627613296756,IberCaja,Luisina del Ocaña,9397
ES3919894533684810602549,BancaMarch,Severino Polo Medina,4802
ES1414645880160292478751,ING,Chus Morera Gomila,4110
ES8291152557535057165432,BancaMarch,María Pomares Tovar,549
ES5303004976039212005917,BBVA,Pánfilo España Orozco,6006
ES9758434878039655103314,Deutsche Bank,Marcia del Calatayud,1188
ES3961992535394010936355,Cajamar,Dionisia Quero Batalla,1503
ES0749031026863913863062,BBVA,Victorino Cañellas Roldan,4996
ES1354046615849646104421,IberCaja,Édgar de Montalbán,7154
ES1828085184785826046059,CecaBank,Arsenio de Luna,1103
ES9526491535954292764312,CaixaBank,Berta Aránzazu Mate Cabañas,1714
ES6257840804386215626052,BBVA,Jaime de Sosa,4147
ES5800303318143338434731,CecaBank,Florencia Bejarano,9099
ES8206816812937412463686,Cooperativo,Gerardo Sanjuan Gelabert,997
ES8811525302679347536602,BBVA,Marisa Pérez Salcedo,5841
ES3359275660744637310699,CaixaBank,Celia Perales,2909
ES5550807305784235032817,Kutxa,Bautista Hoyos Conde,7546
ES6729637854489300814368,Cooperativo,Dalila Cid Cantón,1969
ES4250512851866686488867,Cajamar,Mauricio Carretero Amores,191
ES0977226677969070309716,BBVA,José Ángel Carretero Hervás,8772
ES6216216657382768196279,BBVA,Jorge Barco Marti,969
ES3282738802995324821233,IberCaja,Chus Moreno Fortuny,3117
ES9108146240400199212231,Bankinter,Josefina Carmona Carreras,5377
ES7392662058669468924263,CaixaBank,Rómulo Garcia Antúnez,760
ES5982004228509412432674,Sabadell,María Teresa Castell Roca,4747
ES4101821736924533923459,Deutsche Bank,Dimas Eduardo Moll Cárdenas,3778
ES2051395692647376438471,BBVA,Marcia del Carreras,5507
ES1320931248332136269901,Cajamar,Bárbara Marín-Uría,1547
ES4992915130686887268871,ING,Graciano Lamas Arce,9574
ES7277359511890101470565,IberCaja,Concepción Coll-Santana,8393
ES0739320501652412106527,Santander,Ámbar Cueto-Cárdenas,7945
ES5118008710154054357109,Santander,Omar Ribas Herrero,7684
ES3101529572001381839718,CecaBank,Adoración Chacón Pareja,5560
ES8414364577422895160676,BancaMarch,Anita Gibert Carreras,1044
ES2016480954640717074252,Sabadell,Ágata Roldán Villa,2380
ES4737353422549740567823,Kutxa,Leandra de Salazar,8176
ES6589776598368232209683,Bankinter,Lilia Bernat Falcón,867
ES6158124344808263957818,Deutsche Bank,Carla Villena Barrio,6720
ES6205987035310227811536,Cajamar,Loreto Pereira Castellanos,4480
ES9525772205126621449868,Deutsche Bank,Gracia Calvo Palma,2565
ES4961070750889393225145,Deutsche Bank,Clara Valera,6278
ES4162539508610755683156,CecaBank,Remigio Valero-Hervia,6488
ES9099513945987823681186,Bankinter,Flavia Donaire Peiró,5519
ES7860437580335080739363,Santander,Marisa Linares Ribes,4202
ES1341327777096031445006,Sabadell,Georgina Taboada,934
ES9176766181236607100808,Kutxa,Reina Casas-Espinosa,6182
ES3667684565607261622555,Deutsche Bank,Judith Pulido Blanch,2645
ES7768566799366769935930,Cajamar,Nicolasa Sanz Iniesta,8167
ES2365262038490940701676,CaixaBank,Socorro Isern-Gallego,4585
ES9410064571429197952188,CaixaBank,Baudelio Terrón Manuel,2919
ES0782467181396972224979,Santander,Adora Llamas Tormo,6507
ES3450019840347404138918,Cajamar,Natividad Almazán Téllez,8526
ES4822273828804307496291,Deutsche Bank,Pepito Aparicio Bartolomé,4960
ES7098737459080831650041,Bankinter,Yolanda Torres,7049
ES8134909408578119065791,Deutsche Bank,Lidia Encarna Mata Losada,2103
ES7330011741732065518408,BancaMarch,Iker Exposito Priego,7979
ES9143058103717888198984,BBVA,Amparo Sanz-Grande,2281
ES3843669991780485001952,Cooperativo,Amando Cánovas-Leon,2653
ES5179019640389428190515,CaixaBank,Hernando Ferrando Llabrés,3665
ES5825943064038562606182,IberCaja,Guiomar Oliveras Juliá,4534
ES8268232516233536484528,Kutxa,Nadia Morante Calvet,804
ES6870221460747312951575,Cajamar,Ester del Campos,4608
ES3949730881185788615373,Deutsche Bank,Clotilde Molins Montesinos,6945
ES3632942039285188897622,Cooperativo,Celestina Cordero Vilalta,4462
ES1488434552870644878412,Deutsche Bank,Jeremías de Benito,3954
ES4926594171380692102698,IberCaja,Cintia Ibarra-Agudo,1295
ES4281020422120277745555,IberCaja,Agustina del Borrego,3424
ES6245635053269347713303,Sabadell,Emilio Posada Sola,2552
ES3065312221739596675549,ING,Aurelia Yaiza Ferrer Garay,3902
ES3054193543685860313619,Deutsche Bank,Bernardita Pavón Baena,2654
ES4883436822270587028532,BancaMarch,María Jesús Varela Amor,8216
ES5457073410677407008158,Deutsche Bank,Luis Ángel Ortiz Cordero,6827
ES0221761155747257159106,Kutxa,Victoria Fortuny Medina,2164
ES2534177239771529777608,CecaBank,Lilia Figueras Macias,7638
ES7712613441835726680693,CaixaBank,Lourdes Planas,6947
ES4883683903133694746322,Bankinter,Trinidad de Catalá,8951
ES2574736703323994931876,BancaMarch,Isaura del Enríquez,7988
ES1375518553009319594288,BBVA,Gabriel Nevado Diez,6412
ES9250806133907395754944,ING,Felipa Luque Ramón,6392
ES8837871395472712648894,Deutsche Bank,Toribio Guillen-Benet,7254
ES2274183789080679112093,Deutsche Bank,Pía Ramón Salom,4694
ES0226083937923970209323,Bankinter,Virgilio de Gámez,6729
ES9771251380395084174107,Deutsche Bank,Claudio Porta Solana,4544
ES7597683212424104034396,BBVA,Yaiza Guardiola Cornejo,6205
ES1926139257488633675860,CaixaBank,Cruz Luna Ballester,476
ES0683501666193111257892,BBVA,Benito Palomar Tapia,3174
ES2507974707131062240239,CaixaBank,Ana Belén Pinilla,1005
ES9530763602168241101250,Cajamar,Reyes del Domínguez,7099
ES5837022096493135161062,Bankinter,Fátima Galan,335
ES9869899839567358883650,BBVA,Nadia Jurado Sáez,8447
ES7688676911956159621753,Bankinter,Elías Sanz Rovira,9653
ES5800130261027776219234,Kutxa,Ruth Palacio Corominas,7326
ES2139653816908545118535,Deutsche Bank,Fidel Salvà Castrillo,3899
ES6998142756978162713535,Kutxa,Dionisia Benet Esteban,2800
ES5917451482966070612352,CecaBank,Eutimio Canales Rios,443
ES5537292672422348841225,BancaMarch,Alonso Alcázar Bas,6865
ES5404312702651503218321,Kutxa,Iris Gámez Alvarez,4261
ES5134476001737272510819,CaixaBank,Silvia Serafina Zaragoza Agullo,6900
ES0403129391197843724166,BancaMarch,Clemente Diaz Rueda,1516
ES6828877494059247135119,Kutxa,Juliana Corral Buendía,1494
ES7170071130785937714880,BancaMarch,Mónica del Borrego,9067
ES7741301690613134647944,BancaMarch,Desiderio del Rueda,6103
ES3433040710279310803161,Bankinter,Adalberto Jordi Arce Coca,5763
ES1762610026167232426768,Sabadell,Luis Ángel Azorin Jiménez,4712
ES2424734096136856804111,Kutxa,Carla Gomila Céspedes,6604
ES1683968041178873754999,Cajamar,Nidia Bernat,5864
ES8246711456299073894803,BBVA,Marianela Lucas Caballero,8925
ES5367985408516736929057,BancaMarch,Natanael Montoya Fuertes,966
ES7136002132719393956287,ING,Bonifacio Arribas Valls,5318
ES2503186818730658172840,BBVA,Tiburcio Jordá Baena,4273
ES7418270729181243727680,Sabadell,Valerio del Sola,436
ES2544662247382222106320,Sabadell,Alejo Chaves-Blanes,5537
ES8618157732499222860185,IberCaja,Isaías Peinado,9217
ES9234326785282897545581,Sabadell,Palmira Donaire-Moraleda,1055
ES4097945322181200215175,ING,Lara Iglesia,799
ES7955708630313554858351,CaixaBank,Fabio Anglada,5455
ES5655508724462662119920,Sabadell,Cruz del Camino,6226
ES7306068862005752019324,Cooperativo,Fermín Cerdá,3864
ES9603214252802854387384,Sabadell,Delia Nicolau Velasco,4323
ES2515478207026600004485,ING,Marita Comas Flor,2839
ES4661415231833243974219,Kutxa,Cristóbal del Rebollo,222
ES7909235914054404282926,CecaBank,Filomena Amparo Linares Barba,7535
ES6523113803349009696836,Cajamar,Pancho Viñas Llano,7340
ES7185556124741465987754,Cooperativo,Severo Iborra Mateo,6032
ES4189060734800337687589,Deutsche Bank,Aurora Alfaro,5815
ES4542605212743515274859,CaixaBank,Judith Cárdenas-Cervera,3820
ES8267363877216431477374,CaixaBank,Mario Arrieta Briones,145
ES7044647826386139599357,Sabadell,Rubén Molina Solana,9753
ES3905366070963675279562,Sabadell,Nicanor Basilio Caro Barrera,2656
ES3576584973445393120003,Bankinter,Clotilde Parejo Luján,2012
ES7471613226792624569503,Deutsche Bank,Josefa Melisa Castilla Osorio,8295
ES0320626982255926013733,CecaBank,Rosa Casal,4718
ES3189824462962824304952,CecaBank,Carmelo Cifuentes,4487
ES8875251425468214629525,CecaBank,Adelina Belda Cózar,1359
ES2846668443672972405020,BBVA,Graciela Ruano Lara,8165
ES5153430999437073484728,BBVA,Mateo Infante-Fuster,5443
ES4101783203628618662089,Sabadell,Vicente de Bartolomé,9864
ES7310511201390930106143,Cajamar,Abigaíl del Pazos,317
ES9747455982044721504760,Kutxa,Fátima Pardo-Seguí,2838
ES7364942779068971968766,ING,Sandra Fortunata Barón Barrera,7722
ES6782043141875522420002,CecaBank,Azahar Valbuena-Cortes,7478
ES2647114554028080558597,Deutsche Bank,Custodio de Pallarès,1662
ES2323958989041160315901,BBVA,Florentina Llamas,6702
ES8786844318003666520916,BancaMarch,José Mari Carpio Vélez,6984
ES4243010588204554210929,CaixaBank,Eutropio Gomila,1158
ES5146776584651429705570,Sabadell,Arcelia Verónica Vargas Marín,2025
ES7735031412347852197713,Sabadell,Luciano Barranco Infante,4338
ES8039987250372834369405,Sabadell,Narcisa Prado-Cáceres,7778
ES5679934066633513260479,Santander,Octavia Peralta Miranda,2613
ES1450747403704148849478,Kutxa,Adrián Manzanares Yáñez,8380
ES1471075544644241939780,BBVA,Eustaquio Badía-Vilalta,6410
ES3236278986774785339813,CaixaBank,Natividad Rodrigo,1098
ES3770638226988642082415,Cajamar,Seve Barreda Torrents,1697
ES4256082702169514023652,ING,Jacinta Ribes,4973
ES8845453281210971833978,Santander,Adelia Francisco Botella,4994
ES0830030189107859886411,IberCaja,Marciano Morales Morillo,1729
ES8470538006733576553818,Sabadell,Úrsula Rivas Pintor,1715
ES8171240721697818178097,ING,Sebastián Campoy-Quintero,3832
ES5524286484192884753541,Cooperativo,Ignacio Tejedor Puig,7809
ES5850626811951213581175,ING,Bernardita Amigó Viñas,7003
ES5005382220294276024042,Cooperativo,Marciano Peñalver Caro,3918
ES8803460103511373037122,IberCaja,Angelita Arroyo Bayón,3688
ES2769245257652346993466,CaixaBank,Eliana Agustí Elías,4714
ES4079764071573276660241,Bankinter,Rosa María Mateos Márquez,8832
ES2082939925968139678307,Cooperativo,Nilda Perea Hervia,6539
ES3714435101469030433192,Kutxa,Mónica Seco Beltran,8817
ES3623612529334022894499,Bankinter,Humberto Alfonso Barco,488
ES4855989413711462052994,CaixaBank,Kike del Sainz,9732
ES2237632081698201414833,Sabadell,Joel Ferrer Lladó,6375
ES9300581528409845632313,BancaMarch,Flor Riba Gallo,2966
ES3395443198736335850217,Cooperativo,Paulina Maldonado,5202
ES1471665977245331813185,BBVA,Chuy Morante-Iñiguez,3042
ES8137179006808021004854,Cooperativo,José Manuel Ayala Pons,773
ES5464180840033345253207,BBVA,Ramona de Amaya,9313
ES4808770269746360864503,CecaBank,Florencio Aragón Barragán,9727
ES3103173388274639484956,Santander,Plácido Rovira-Ruiz,473
ES7559270271714171692323,Santander,Salud Chacón Noriega,5137
ES1083241150851193706167,ING,Nicolasa Zabala Pérez,6619
ES8126199098732383936468,Cajamar,Remedios Pagès Moya,7680
ES6257199856149118741350,Cooperativo,Ezequiel Arjona Dueñas,9602
ES2100719727997226314537,ING,Alfredo Ramos-Aguilera,6058
ES9766974633964338033614,CaixaBank,Ciríaco Coronado Armas,9448
ES4161592113290871851433,Santander,Cecilio Corral Coello,9368
ES0798874885211494296906,Santander,María Teresa Pelayo Garriga,7679
ES8141396460982545110855,Cajamar,Celestino Bruno Palomo Trillo,5499
ES9762316414932995185725,CaixaBank,Dolores Bilbao,7417
ES4480928058346208496937,Bankinter,Teodoro Sales Valcárcel,8003
ES6521216587452252358272,Sabadell,Josefina Roma Bilbao,2237
ES2392440138713943491293,Deutsche Bank,Pilar Márquez Riera,710
ES3000519642796022477319,Cooperativo,Isidro Telmo Cabanillas Blázquez,6522
ES7920564255847325113952,CaixaBank,Seve Sacristán Mínguez,8069
ES1957971204925764771915,Kutxa,Maximiano Naranjo Mayoral,5723
ES6435459383860408939237,CaixaBank,Rafa Fernandez Llanos,9630
ES0274070921259182991659,IberCaja,Silvestre Arregui Piñeiro,9226
ES8378790615034028719452,Cooperativo,Ascensión Sotelo Ramírez,9450
ES5152701075094020655784,Kutxa,Lara Ayala-Pizarro,7870
ES8704591584393329761243,Deutsche Bank,Cruz Villalobos Fuente,3431
ES3453686380544874134073,Cajamar,Julio de Grande,3138
ES2941225453733127183432,Deutsche Bank,Anastasio Sanjuan Rodríguez,3734
ES1416581859170254845096,Deutsche Bank,Íngrid del Alcolea,4868
ES1235848164973150934414,Cooperativo,Julia Olga Báez Portero,9202
ES6973795217559073872952,Bankinter,Aurora Sandoval Galán,2549
ES0554051088521353964359,ING,Samuel Jover Capdevila,5932
ES2667246213933483463905,ING,Ciro Sáez-Estevez,7389
ES3485379360134151120428,Bankinter,Anna Carbó,4559
ES4167722054994095611730,CecaBank,Tadeo Losa Valenzuela,2359
ES4649951263283363968131,Bankinter,Moreno Ciro Manzano Balaguer,7622
ES4580179506075231822561,Bankinter,Eli del Gonzalez,9128
ES8305890616449936250250,Santander,Elías Sala Monreal,5545
ES6576234444480606729641,ING,Jose Manuel Manjón Almansa,1692
ES2441316521518179603689,Santander,Eleuterio del Lloret,8443
ES2371409275908404399212,Sabadell,Cipriano Maxi Nebot Jurado,8403
ES9024665599742284931306,Kutxa,Nazaret Morales Comas,1451
ES6023205278688700944836,BancaMarch,Nilo Samper Cuervo,6866
ES4234911163198767255952,BBVA,Cintia de Priego,2467
ES7076300473285744259913,IberCaja,Marcelino Sebastián Amat Campoy,192
ES8698929073483200366928,CaixaBank,Cecilio Amorós Almazán,4195
ES3153328732087155752789,Kutxa,Jafet Blázquez Amador,5250
ES6582782205674245346777,BancaMarch,Silvio Carvajal Aguilar,9283
ES6428281360677537842731,Deutsche Bank,Fabiana Vidal Moles,3021
ES8192140988016713293083,BBVA,Rufino Porras Casals,8350
ES1521494883228856959490,Kutxa,Jose Diéguez Suarez,9731
ES3985232617691124055542,Deutsche Bank,Sebastián Pons Aliaga,4349
ES8844399110135207238986,BancaMarch,Josep del Carreño,8876
ES6209071958523900344531,CecaBank,Olga del Izaguirre,4764
ES2124966253538284065486,BBVA,Isidora Vega-Pinto,4981
ES7651335821400966423756,Deutsche Bank,Baudelio Jara Adán,1008
ES4436428483052921554734,CecaBank,Nazaret Isaías Hidalgo Sanz,2578
ES6508435508036801070866,BBVA,Salomón Solsona Expósito,5828
ES1975124700228129120348,Deutsche Bank,Candelaria del Moreno,911
ES6969020731339668305381,Bankinter,Felicidad Baró Enríquez,4247
ES8365701696349520382387,Santander,Luz Cepeda Castells,8898
ES2829560161241870180516,Deutsche Bank,Plinio Valenzuela Escolano,390
ES6566809363545508865797,IberCaja,Gabriel Fuertes,5394
ES3543477005533409153331,Bankinter,Dimas Rivero Oliver,8480
ES4990494764260173504038,Kutxa,Gaspar Casanovas-Abascal,2888
ES6106214518640616240978,Cooperativo,Marciano Eusebio Milla Contreras,8132
ES9889091814349978902101,Cooperativo,Sosimo Collado Ojeda,4746
ES9545861120372882308762,BancaMarch,Rita Coral Peiró Marti,5066
ES1590312476357596801775,Bankinter,Armida Paloma Olivé Juliá,713
ES7195821337606677366217,ING,Felisa Hernández Marín,7214
ES3751705148954500289510,CaixaBank,Alcides del Puig,3802
