iban,bank,name,ammount
ES2018312098682635650960,Sabadell,Aurora Abella Amigó,1428
ES9280128745624692123093,Cooperativo,Consuelo Gracia Botella,4713
ES3293583311827107183865,IberCaja,Fátima Loreto Cámara Arcos,3608
ES3081059838024016979228,Kutxa,Susana Pérez Santos,4581
ES8504845651074836786627,CecaBank,Nicolás Reguera Antón,9352
ES7273759970213036707138,BancaMarch,Jacobo Desiderio Carlos Nogueira,4018
ES1558921021502346817987,BancaMarch,Valeria Alcázar,6916
ES8725093502965274525518,CaixaBank,Atilio Montes Tirado,1151
ES2788497199369380431476,BBVA,José Antonio Pazos Zabaleta,9609
ES6468703494689368303342,ING,Victoriano Manzanares Solano,6035
ES0827984736305804216444,Cajamar,Víctor Montoya Ruano,2803
ES5784979006981881770395,IberCaja,Olegario Piquer Valdés,5394
ES6134952024873000081061,BancaMarch,Miriam Batalla Villegas,3431
ES2925588034882899650307,Kutxa,Elena Escribano Feijoo,2940
ES1134999157032735725928,BBVA,Elisabet Bautista Castillo,1669
ES6136960479020343267440,Bankinter,Adelia Pagès-Pellicer,2573
ES4319237836233493867959,ING,Francisca Arnau-Bravo,9984
ES1187798846941699901194,ING,León Rodríguez Cuenca,4626
ES6312466963461821268964,Kutxa,Javi Batalla,952
ES3752309213450305109015,BBVA,Ale Noé Rocamora Moliner,6893
ES3983517196855282381187,Bankinter,Macaria Recio Roda,6658
ES7809485306274688977101,CecaBank,Baltasar del Uría,8178
ES0635005778437320588246,CaixaBank,Marcela Viñas Asenjo,1211
ES6276265423954636324327,Sabadell,Simón León,7842
ES7517960474984079277819,BancaMarch,Jovita Rocamora Carrillo,213
ES3568439590932831518325,BBVA,Chucho Mancebo Alcántara,3083
ES1725245850431137196824,Santander,Dorotea Moll Garrido,455
ES3463000141995099738956,BBVA,Gloria Bayo-Mur,1116
ES5749868207111590718980,BBVA,Jacinta Rosell Seco,4655
ES4374402076126018446927,Santander,Gloria de Exposito,4177
ES5289906414307456476819,Deutsche Bank,Marcio de Pelayo,581
ES8892507082194353511747,Kutxa,Chita Cañellas Salinas,6560
ES6971695394242989354015,BancaMarch,Hortensia Colomer,4021
ES4107767387122394847823,Bankinter,Florencia del Alberdi,1894
ES4835045814816786220280,CecaBank,Alba Benavides-Lopez,2379
ES7573302368876725409114,CaixaBank,Luis Cazorla Goñi,6825
ES1889114029848465604476,ING,Blanca Giner-Marín,2346
ES8064441754048821102437,Cooperativo,Eloy Roldan Gil,8328
ES4585772593713605932048,IberCaja,Imelda Pardo Hervás,9666
ES8641326439194830803071,Sabadell,Nicodemo de Lozano,8522
ES3723403960008929563284,Cajamar,Aurora Folch Paredes,3613
ES6311224141624066971139,Sabadell,Noa del Bustos,9449
ES5294940335354873900400,Santander,Flora Clotilde Salamanca Almansa,8632
ES5997790032613884282304,BBVA,Cristian Bou Galindo,7483
ES8833030125269315382693,CecaBank,Fabián del Quintanilla,4542
ES3971003258906570811621,Cooperativo,Selena Requena Figueroa,5257
ES9254629500979389203955,Cooperativo,Fernanda Romeu Oliveras,6497
ES4222095620192425068868,Santander,Heriberto Alcalde Sainz,6797
ES5036532718583717224853,ING,Jose Manuel Rivas Baños,2008
ES4126710742181184315467,CaixaBank,Felicidad Galán Monreal,5391
ES6898281323814012299358,CaixaBank,Che Miró Trillo,3819
ES3035367826794765257366,Bankinter,Ruth Llorens,7775
ES2337262636375537249261,Deutsche Bank,Lázaro Toro-Arellano,5548
ES7868080009141604887458,BBVA,Cosme Diego,7325
ES6555775776675767232806,BancaMarch,Paola Roldan-Pereira,5593
ES3940926197263712613891,Sabadell,Noa Vélez Piña,4445
ES3537506515997534582433,Cooperativo,María Jesús Rodríguez-Arnal,383
ES0573436625019212214487,BBVA,Godofredo Manuel Alegria,7896
ES5459943086242433151893,Kutxa,Eusebia Gallo Hernando,7324
ES9124807537523524557745,ING,Oriana Valdés Rocha,8686
ES9819663583266813377521,Kutxa,María Cristina Carbajo Casado,7669
ES1579774433928575855865,BBVA,Javier Espinosa Barroso,8783
ES9062430965249051780971,Cajamar,Gracia Robles-Valbuena,3309
ES0424735839682080101334,CecaBank,Isabela Bartolomé,7279
ES7854600006654532199280,Kutxa,Cirino Rodriguez Real,5502
ES3178974072834210773977,Kutxa,José Manuel Artigas,3292
ES7483553190483218107463,Bankinter,Mateo Severo Parra Grande,1715
ES2372719901075682555303,CecaBank,Albino Iriarte,492
ES2630413647978693185082,CaixaBank,Moreno Querol Reguera,8162
ES9109442765929849005892,Deutsche Bank,Albina Osorio Salcedo,4518
ES5170651397744951737043,Cajamar,Florina Landa Tejedor,7311
ES3932545947661986119843,Kutxa,Abril Villar Codina,9562
ES1797758931941175257726,BancaMarch,Mariana Vilar Guijarro,6847
ES8643177703109755627877,IberCaja,Delia Lumbreras Bueno,5675
ES9706133805579127144216,BancaMarch,Borja Sans-Aramburu,6605
ES0397782793259623566375,BBVA,Arcelia Blázquez Paz,7927
ES3321888017814709884003,CecaBank,Fulgencio Bolaños-Somoza,255
ES5379155412879787522292,Cajamar,Plinio Ciríaco Guerrero Poza,7961
ES0963085509095364108089,Cooperativo,Edmundo Rebollo Alcolea,2880
ES3718985812841405561126,BBVA,José María Santamaria Alcalá,7014
ES9124268415063643959524,Sabadell,Silvestre Dani Redondo Camps,1336
ES6781664596724427200361,Santander,Maximiliano Llanos Vall,3633
ES8060180902193567103246,Sabadell,Ruben Mas Escolano,4414
ES4765146113579385114146,CaixaBank,Sarita Vicens Valle,683
ES4029639593735949400153,BancaMarch,Azahara Galvez Morante,7054
ES1078858675972756565091,BancaMarch,Mar Iglesias Vidal,2060
ES6286532805625151545814,CecaBank,Reinaldo Ballester Cueto,8209
ES0319621471107307646155,IberCaja,José Manuel Zabaleta Cervantes,186
ES6879912624417249279059,Bankinter,José Sierra-Quesada,7247
ES7219532855495404225519,CaixaBank,Cristina Valentín Alcaraz,6252
ES3042976602812876487868,Cajamar,Encarna Maldonado Jara,6636
ES9028609236854866213134,Santander,Mónica Segarra Abellán,2679
ES4065752419629639476364,CecaBank,Jesusa Cañete Alcolea,5443
ES0226253859467053207715,BancaMarch,Delfina Arco,5932
ES4321997179574177709236,Cooperativo,Bernardo Malo,5895
ES6615400150767749000872,Sabadell,José Manuel Carballo Sola,2995
ES1469456353922754756479,CecaBank,Saturnina Giner Anaya,9251
ES2341038292832260438846,Cajamar,Félix Bejarano Rosa,8643
ES5083082944829639331614,CaixaBank,Seve Leandro Molina Rebollo,907
ES8962913381058100224429,Santander,Marisela Carrillo Amigó,6612
ES5856615114575745571047,Sabadell,Consuela Sosa-Mendez,9731
ES8125624906157354365417,IberCaja,Sarita Goñi Sureda,5583
ES8045863113071366529107,Sabadell,Lucía Perea Haro,8964
ES9348135875151390050030,Bankinter,Remigio Espejo Mayol,3993
ES5649684646821648508514,BancaMarch,Nayara Clavero Prada,9622
ES4997111313691548796326,Cooperativo,Nieves Tolosa,6076
ES4755188085501054395795,BancaMarch,Aurora Aller Hernández,5228
ES4622054755721725328223,ING,Pedro Calderón Abad,5540
ES5792391350235439166729,Deutsche Bank,Enrique Chico Lillo,3030
ES0849476115404409368815,CaixaBank,Marisa Casal,7846
ES8881650625266413671207,Santander,Cosme Cebrián Villanueva Gordillo,1096
ES8476581227743840120678,Cajamar,Rosalina Toledo Cornejo,3145
ES3934699074656608426527,Bankinter,Raimundo Huertas Valle,4610
ES8713466952868310933499,BBVA,Ruy Aguilar Lucas,8188
ES3778873695675411900600,Bankinter,Marcial Sainz Carro,5278
ES8455365889120592934667,Cooperativo,Cecilia Anguita,4638
ES5034016214065075549830,Bankinter,Edelmira de Otero,6784
ES5384200210502794676993,CecaBank,Mireia Pablo Baeza,8581
ES1683123147006855742066,CecaBank,Teodoro Pi Saez,289
ES8880629403508889178037,Cooperativo,Begoña Cerro,8679
ES7315545897341092015866,BancaMarch,Godofredo Bautista-Mate,1160
ES8755673348555239669004,CaixaBank,Dalila Saavedra Gallo,6723
ES2641664305491250817208,CaixaBank,Gervasio Aroca Francisco,6040
ES7215188326579252278365,IberCaja,Agustina Guerra Rivera,7582
ES3720903122525958396198,BBVA,Carla Contreras Bonilla,2935
ES1378016460351382157949,CaixaBank,Clímaco Plana Codina,1179
ES3555819556098040305475,BancaMarch,Sabina Fátima Garmendia Pedrosa,1559
ES4749009801532413909961,CaixaBank,Vanesa Mercader Olivera,1788
ES5588384630323813424265,IberCaja,Anita Haro Guzmán,7212
ES6641965886499384235339,ING,Arcelia Saavedra-Lillo,1691
ES7142942530516210152773,BBVA,Jenaro del Pardo,5341
ES5281635508529931224869,ING,Francisco Aguirre-Aguilera,420
ES6407733229427046841412,Bankinter,María Del Carmen Sevillano Gil,5703
ES6742821514656874103616,Santander,Jessica del Egea,1214
ES0438824551476539529275,CaixaBank,Paloma Alberola Aparicio,9475
ES1865620044844159011333,Sabadell,Daniel Valverde Riquelme,1932
ES2859455636675498975408,Cajamar,Atilio Albano Valenciano Manjón,7377
ES1444494264074624149221,Cajamar,Carmelo Ponce Antón,7810
ES9374983346951379815561,Sabadell,Saturnina Chamorro Castellanos,6883
ES0909011935136056262479,Cooperativo,Hector Castell Escalona,8560
ES6104862195967950173090,BancaMarch,Jose Manuel Sans-Abril,9490
ES9394436547390566277637,Sabadell,Maite Blázquez Matas,9239
ES0423040527481805383295,IberCaja,Xavier Zamora-Iriarte,1281
ES9088176257210335348307,Cajamar,Bernardo Carbonell Castejón,2466
ES6642398057309733612174,BancaMarch,Benito Dalmau-Atienza,1515
ES7050082365963718579164,CaixaBank,Dulce Franco-Gallo,2263
ES7450427690685535577909,BancaMarch,Bienvenida Fabregat Guardiola,2151
ES8608642949926213016494,Sabadell,Albino Oliveras Flor,8583
ES7118372467521168357527,Cooperativo,Telmo Hermenegildo Palacios Gonzalez,1671
ES0652746432705020567348,ING,Jose Miguel Augusto Barreda Ferrán,2251
ES8954476779330575611494,BancaMarch,Carina Pardo Dominguez,1471
ES2503906214188208975084,Cajamar,Saturnina Belmonte,8369
ES5978712538987081771205,IberCaja,Gustavo Menéndez,1691
ES0367131641559847603078,BancaMarch,Natividad Robledo Bilbao,6219
ES0961100236238308426546,Deutsche Bank,Luz Rey Reguera,9732
ES5415365854050676518485,Cooperativo,Sonia Guillen Esteban,3168
ES8054425467294450325205,CecaBank,Raúl Cisneros Morcillo,6674
ES0903571994421295078749,CecaBank,Leandro Toro Barragán,2768
ES6115255258224148603741,Santander,Osvaldo Ballesteros Toledo,2269
ES5226440799560686146033,CaixaBank,Diego Naranjo Acedo,9954
ES7891345911626856514868,Sabadell,Bautista Nando Soler Llamas,2251
ES1890018764992567592631,CecaBank,Fito Chacón Benavente,395
ES7096558960224875878758,CaixaBank,Nilo Castells Alvarez,6671
ES2754099345780922393224,BancaMarch,Eugenio Telmo Lucas Jover,5672
ES5915508033553383885841,Sabadell,Lara Pedrosa-Herranz,9159
ES2444429168490291221162,Cooperativo,Genoveva del Bas,526
ES6891837758198339094800,BBVA,Cristian Luis Rosell Jordá,5772
ES3771414326432284811757,BancaMarch,Juan Manuel Bauzà Pedrosa,8838
ES3585885246309514518851,Santander,Rómulo Nicolau Meléndez,7742
ES9383515861171551505250,IberCaja,Heraclio Marcos Gimenez,6420
ES4883199578060687608446,IberCaja,Marcela Cardona,2064
ES7169464891529948855530,Cooperativo,Nayara Folch Vila,2094
ES5775519389106923862181,BBVA,Marcos Suárez Gil,8053
ES7347370810475226208935,Cajamar,Sosimo Hernandez Arribas,2127
ES0206979617338144452075,ING,Lorenza Vaquero Arribas,4329
ES2588991905302746660967,Bankinter,Dan Toledo,4164
ES5817388102544683310738,Bankinter,Chus de Gual,4819
ES6642936331093636488100,CaixaBank,Joaquina Farré Valenzuela,1984
ES8754408100039800186565,Sabadell,Fabiola Carreño Viana,9485
ES6983880340882956798746,Bankinter,Paloma Marcos-Olmedo,7074
ES6781773184707999697539,Kutxa,Manolo Ariño,9620
ES5948600890183009074832,Sabadell,Lucio de Suárez,8011
ES9864674286276679993616,Sabadell,Olalla Saavedra Bayo,7979
ES3260513024535877146880,Cooperativo,Victoriano Noé Naranjo Fuente,1717
ES9696180165254576667981,Bankinter,Rosalinda Marin,4718
ES1963869269421547023596,Deutsche Bank,Mohamed Moreno Navarro,6809
ES8647202810493351360975,BBVA,Jacobo de Uribe,5871
ES4059494804810120691778,BBVA,Joaquina Aragonés Feliu,2707
ES8760174073567031698235,Cooperativo,Salomé Roig Carmona,7644
ES9757132451202679780501,CaixaBank,Xavier Tolosa,6822
ES7974076738796037472844,IberCaja,Anabel Quintana Cabello,9570
ES0788214522946732480973,Kutxa,Ariel Bernat-Vicens,7443
ES9782812775807906190483,Bankinter,Hilario Anguita-Lobato,3586
ES5153977165695407246664,CecaBank,Rogelio Sebastian Ferrer Arenas,8490
ES7586496100616325349526,Deutsche Bank,Reinaldo Peñalver Salgado,5798
ES1458579056547267519811,Bankinter,Florencia Garzón Benitez,1563
ES9649148878826638842648,CaixaBank,Nazaret Caballero Benavides,678
ES2227515719355555419031,BBVA,Adela Guiomar Mendoza Esteve,8478
ES7584340649875823482689,CecaBank,Isidora Noriega Azorin,5641
ES3661486082981594143525,BBVA,Gertrudis Perera Escolano,1428
ES2975549844122550483974,Deutsche Bank,Álvaro Montaña Guillén,8132
ES9709971903870770713896,CaixaBank,Marisa Jara Ledesma,3611
ES2635196981590714976900,Santander,Soraya Amor Mir,7435
ES9506225473614740674120,Cajamar,Enrique Hervia Álvaro,3210
ES3442470997305547725681,IberCaja,Natanael Cobo Nicolás,3242
ES3576877868295482938489,Bankinter,Jerónimo Ros,137
ES5352070256632453310460,CaixaBank,Abel Goñi-Simó,7238
ES0951379541026355922968,ING,María Cristina Cabeza Trillo,5731
ES1437156822170570766430,Sabadell,Fidela Puig-Madrigal,1697
ES2725518759881270081554,CaixaBank,Ester Cruz Prado Estevez,2630
ES3305602048442448896169,Cajamar,Zaida Barba-Casado,5743
ES4453639023552482992356,Cooperativo,Marcela Jove Badía,874
ES2033626497188303518503,Kutxa,Natividad Menéndez Balaguer,3483
ES4653431509564658936233,IberCaja,Juan Luis Jaén Alarcón,5454
ES1976036882532551405729,ING,Ale Pedro Gimenez,1092
ES5826062236067759878668,Cooperativo,Maxi Giménez Pavón,4337
ES1303748423843253674644,ING,Amaya Rosaura Rios Lopez,2848
ES7717729334118811616228,ING,Alberto Pedraza Rosado,6032
ES3675319174890037401559,Cooperativo,Claudia Pol Amaya,951
ES4039436031237626259324,Deutsche Bank,Melania Pardo Salvador,3937
ES7368767787507037081167,Kutxa,Fabián Huerta Sanz,4249
ES3745751530518345863675,Deutsche Bank,Elvira Cuéllar Escribano,9822
ES8300634148864768714869,Deutsche Bank,Olimpia Serrano Gonzalo,8519
ES7832780330643736445247,Kutxa,Cloe Pedraza Lluch,1994
ES9256588859601520454522,CaixaBank,Mirta Noguera Saldaña,9493
ES2732133592203865155691,BancaMarch,Berto de Calatayud,717
ES5742392400452407010994,ING,Liliana Marín Morillo,2867
ES3093466171215396473205,Bankinter,Duilio Mayol-Valera,1150
ES6296086944798979652414,BBVA,Cleto Crespi Cañizares,9821
ES9196156354174932253460,Kutxa,Maximiliano Villanueva Pons,2435
ES9450908782078608883766,Santander,Petrona Lledó Abad,1118
ES1005867060278142958327,Kutxa,Julio César Portero Heras,9197
ES5146714439135517199897,BancaMarch,Rómulo Verdejo-Vives,1999
ES1315336251901871184836,Deutsche Bank,María del Morales,1493
ES9359405447057306937153,Deutsche Bank,Joaquina Elvira Clavero Amores,2591
ES9039892986289174431741,Bankinter,Eugenia Girona Sosa,3406
ES0568433416191788631790,Kutxa,Valentín Girona,1684
ES0982941640535254881889,CecaBank,Yéssica Mas-Bustos,9714
ES3280667283882024781309,Santander,Clímaco Espinosa Aguirre,9000
ES5283205472049232173267,ING,Luisa Rodrigo Bayona,6537
ES8650830104485724118553,CecaBank,Laura Campoy,6223
ES4086680137310134630194,Cajamar,Miriam Buendía Ramírez,145
ES0372645007770781848117,Santander,Germán del Tejedor,4969
ES1371833137319464721644,CecaBank,Elba Agudo Contreras,2427
ES3219784614846412917176,Santander,Palmira Rocamora Menéndez,200
ES1051094109347813405930,Deutsche Bank,Yaiza Gracia Barón Corbacho,9832
ES5523693036449333684605,CaixaBank,Alondra Torrent Portero,1737
ES8665889285517296509025,Bankinter,Rico de Pallarès,7962
ES3219159876737239483999,CecaBank,Curro del Villena,4573
ES2447341887305102860674,ING,Moisés Talavera Román,127
ES9181613416039817682794,Kutxa,Tristán Colomer Alcalde,6065
ES8906242547600256308596,BBVA,Ligia Hernando Cadenas,9914
ES1960289734508353176918,BancaMarch,Marisela Neira Azcona,1458
ES0695555692923129936761,Bankinter,Maximiano Mascaró Calvet,4292
ES4731282971976217823841,Bankinter,Celestina León Quiroga,2961
ES2029048666244537952087,Kutxa,Nydia Salom Mulet,6711
ES1479740748510503024298,Sabadell,Adela Ribas Rueda,1408
ES1132155336107120801880,Sabadell,Alexandra Pazos Olmedo,211
ES3653772909224970213370,BancaMarch,Alex Artigas Lastra,3339
ES9860842113864812011276,BBVA,Horacio Pintor Escobar,2832
ES9867103218237261074174,CaixaBank,Gil Amado Mayoral Redondo,5498
ES2601691246796437067847,ING,María Del Carmen Casanovas Aguado,7953
ES2669785836376580415426,Bankinter,Ale Palma Puga,3268
ES5234025834686736985283,Cooperativo,Ariel Cadenas Cortés,8258
ES0972439499255341841408,Deutsche Bank,Carlito Manjón-Lillo,2132
ES5798894888882543776771,Kutxa,Abilio Baena Naranjo,4993
ES0802663809934873808779,Deutsche Bank,Domingo Arnal Fuente,1186
ES9118886471868128878832,BancaMarch,Hilda Morán,2854
ES7176280788218254524781,ING,Leandra Milla Moya,8480
ES8462257235638317818730,BBVA,Lázaro Rosado Rebollo,5631
ES7427516420599095114114,ING,Jose Ignacio Sierra,9499
ES2897621250569957722576,Cooperativo,Rosaura Feliu-Ureña,4577
ES0956405838766650573648,CaixaBank,Néstor Paz Huertas,126
ES1670360641706792028390,Cajamar,Ruperto Riba Canet,6900
ES7154379645583948465597,BancaMarch,María Ángeles Pacheco Pomares,1765
ES0543722042340351301317,ING,Inés Villalobos Canals,801
ES0735718150775087535685,Bankinter,Ricarda Gallart Jaén,7848
ES2397146144842455922587,Santander,Toribio Alberdi,5846
ES0972851316955062023746,Santander,Begoña Toledo Castrillo,8803
ES4940004006886679440275,Bankinter,Loreto Jessica Ródenas Pablo,1277
ES0528831902510597975451,Santander,Milagros Canales Vilar,3476
ES7599176113851824841855,Sabadell,Francisco de Nuñez,3232
ES4576382588699903006253,ING,Angelino Óscar Font Robledo,3487
ES9551489502756741336777,Deutsche Bank,Ana Sofía Porcel Salvador,3031
ES0826199999003751131291,Santander,Macarena Vilanova Lillo,7826
ES6461002206539492859457,CecaBank,Onofre Solano Díaz,9141
ES2008984533626182923813,Santander,Osvaldo Carbajo Anguita,3726
ES5316419297180732553907,BBVA,Rosario Pascual-Vallés,6850
ES0500364774263331479193,ING,Máxima Asensio-Vives,6964
ES6729538596290316909061,BancaMarch,Clara Gallo-Rosado,6738
ES7585430760679709054293,Sabadell,Teo Ricart Ángel,8632
ES0371965744219785893667,IberCaja,María Valencia Mateos,2886
ES4105813888800795549449,Sabadell,Venceslás del Tamayo,2916
ES4693545121531579384106,BancaMarch,Álvaro Trujillo-Tomas,4929
ES3420912634920535827242,BBVA,María Teresa Ayuso Fernandez,5310
ES4534880048653439916611,Kutxa,Máximo Vendrell Ledesma,2377
ES1830665014231775227265,Sabadell,Ignacia Verdejo Quintana,810
ES0621346525618926466505,Bankinter,Américo Bárcena Heredia,4391
ES6353518283398681066799,ING,Lidia de Boada,9865
ES2725117564947363131075,Sabadell,Pascual Riba-Artigas,9757
ES9808539921524567194427,Sabadell,Nerea Barranco Millán,4709
ES4216890060694788716571,Cajamar,Bárbara Menéndez,6812
ES4687777779530384848477,Cooperativo,Ema Carrera Carrión,2617
ES5708012383725544076801,ING,Sergio Carreras Cases,1283
ES5144760063536127196823,Cooperativo,Miguela Exposito Guerrero,4289
ES3192154856436035810804,Deutsche Bank,Felicia Paredes Calatayud,5902
ES4818490154733482714696,CaixaBank,Salvador Viñas Solano,7394
ES7387755201409380630582,BancaMarch,Roberta Mateo Villanueva,5167
ES6807796382242025142998,Cooperativo,Germán Chamorro-Narváez,6718
ES1750037222822910063357,BancaMarch,Vera Huguet-Verdugo,1699
ES5710028874660568086962,Santander,Martina Adela Aragón Álvaro,5175
ES7477599553376328506612,IberCaja,Loreto Núñez,1353
ES2001374952860729994832,Santander,Blanca del Lerma,1605
ES3925404017596005901281,Cajamar,Lorenza Fuertes-Ramírez,1222
ES8520495318151913480778,BBVA,Marisol Maricela Moraleda Montesinos,3739
ES3122598912605017309523,BancaMarch,Valeria Alegria Saez,9797
ES7153678612481011581782,Sabadell,Jose Manuel Lamas Cordero,5611
ES5030750820458840423933,Kutxa,Salud Gutiérrez Marti,543
ES9462166260907442699458,Cooperativo,Toribio Pardo Guitart,3781
ES9617867365284797449600,Bankinter,Dimas Guijarro-Arnaiz,1110
ES5836570676790122179030,ING,Rodolfo Carreras Mora,560
ES2151542773048418702421,IberCaja,Morena Gimeno Tello,6485
ES3443319399012710652030,IberCaja,Pedro Rodríguez Batlle,1651
ES9370210498284957256340,ING,Paca Acevedo,8689
ES8293639944227663258846,Bankinter,Amalia Llobet Rius,6174
ES7735600804801474636643,Deutsche Bank,Dani Palma Cazorla,2712
ES2704472317028303585008,CecaBank,Flor Tirado Piña,4330
ES6163630160835263064356,Cooperativo,Azahar Nicolau,267
ES8983591845306355604187,Bankinter,Eladio Humberto Rius Sureda,6770
ES5275633198457386473496,IberCaja,María Roman,8878
ES9096412591548577544846,IberCaja,Venceslás Milla Berrocal,9291
ES3521286190833938949510,IberCaja,Calixta Baquero Font,2543
ES5387598562233325208677,Cooperativo,Íngrid Andrea Cano Villalba,5766
ES9374455664956586638503,Cooperativo,Kike Rebollo Diego,6853
ES9506533557567620910964,Cooperativo,Georgina Sedano-Miró,9764
ES5463519476244742040468,Santander,Cristian de Rosselló,8879
ES0357217002450629988706,CaixaBank,Custodia Alvarez Agustín,4730
ES5194282982651296961456,Kutxa,Pilar Cañellas Gabaldón,2690
ES3129712653606918393142,Cajamar,Noelia Peñas Aguilar,8582
ES4139765138106831435368,Kutxa,Humberto de Palomar,2065
ES8238788413125406317079,Bankinter,Pascual Caballero Barranco,6499
ES2140931543020165331243,Bankinter,Poncio Alberto Benavente,2399
ES9384098397288808081958,Sabadell,Macario Flores Iniesta,1130
ES9334661315501176101670,Cajamar,Pánfilo Melchor Guzman Araujo,8226
ES2084532400704578878024,ING,Hilda Perlita Isern Urrutia,9754
ES4137614022490000932531,Sabadell,Arcelia Teresa Angulo Codina,8457
ES0792027301998441189272,Deutsche Bank,Victor Almazán Gallardo,4233
ES6474730438023136564161,CaixaBank,Enrique Frutos Tamayo,6634
ES3376722394786263728529,Santander,Ramón Viñas-Sureda,3281
ES1554250352763511635717,ING,Leire Benítez Guillen,756
ES5951590092627157154993,IberCaja,Ignacio del Zapata,4177
ES1073120315010182425265,ING,Fabiola del Márquez,6994
ES6945668759521026109235,CaixaBank,Pastora del Cuesta,7930
ES4126519957390882698931,CaixaBank,Juan Bautista de Tovar,8926
ES8532818280504087732388,Bankinter,Modesta Álvarez Oliva,9855
ES2071908994969899263633,BBVA,Tomasa Ariño,1157
ES0621653092585092431923,CecaBank,Teodoro Gargallo Arias,4059
ES5524381763102340542574,Bankinter,Quirino Linares Cases,9496
ES9407294056871171916863,Kutxa,Gabriela Prado-Jordán,9218
ES6643610443077156576739,Sabadell,María Viñas Quesada,5125
ES6362325373372357360339,Cajamar,Graciano del Atienza,7411
ES5573384461951434829361,ING,Custodia Jove Villegas,5747
ES2353279306565200467486,Santander,Sosimo Cuenca Anglada,1337
ES5424204855197508755277,ING,Reyes Iriarte Múgica,4549
ES0517898551787097943831,Bankinter,Ale Guijarro-Montaña,6258
ES8280698613395870967399,Bankinter,Erasmo Pol Amaya,3972
ES2808119866933697469872,BancaMarch,Pancho Andrés Ballesteros,1047
ES3500528776883197338572,ING,Imelda Beatriz Vázquez Bartolomé,9874
ES0868293440547954073267,ING,Rosa Farré Antón,4227
ES5344053002705295196344,Bankinter,Ciro Vaquero Cerezo,9061
ES8097832630274792667860,BancaMarch,Darío Falcón Santana,6438
ES8362918979747368873693,CecaBank,Jacinto Torrijos Sarmiento,7560
ES8681946168179910213830,Santander,Armida Ferrera Valenzuela,9550
ES8909833563772288689673,Deutsche Bank,Eric Diéguez Sancho,2606
ES5488759108998900767012,Santander,Aura Arregui Criado,9850
ES2792602820822497465345,Deutsche Bank,Jose Antonio Blanes Francisco,2211
ES6394748927089456192187,Cooperativo,Rosaura del Iriarte,3733
ES9456822992987820796516,Kutxa,Eduardo Jose Miguel Castro Niño,6540
ES3870542438647572325796,ING,Melisa Diaz,2336
ES4191182014793347914411,Deutsche Bank,Guadalupe de Montaña,4815
ES1620303415376259083568,Bankinter,Chuy Clemente Flor,3120
ES1703025840871102049958,ING,Matilde Poza Villa,8976
ES9792412513625368469842,CecaBank,Rolando Prada Barros,3163
ES0357040658282420270036,Cooperativo,Eligia Azcona Sola,160
ES5299390842214626293767,IberCaja,Vilma Molina Gomila,3432
ES3067500923705906936646,CaixaBank,Aroa Juan Calderon,3043
ES2667784634353222855819,Santander,Albino Salom Águila,3933
ES5040996170987019720448,ING,Porfirio de Calvo,8889
ES3525033685272457945249,CaixaBank,Isaías Vito Leal Morcillo,6356
ES3394076574810676736388,Sabadell,Cruz Fonseca Cantero,107
ES9101595918985568794219,Deutsche Bank,Zacarías Acevedo Esparza,9533
ES4614164466721940896879,BancaMarch,Margarita Daza Perez,5782
ES2336596003897597486095,Santander,Ani Rodriguez-Bertrán,6536
ES6864459608477667115787,ING,Ale Oliva Acosta,7064
ES2392723098373256470703,Sabadell,Chus Fabregat Roma,1607
ES6512404351163698084717,Bankinter,Olegario Adadia Salinas,8730
ES1108395802261184987119,Cooperativo,Pacífica Borrás Caro,5192
ES6294658057309175851253,BancaMarch,Isidro Barco Andrade,2270
ES4634370211844428780957,Santander,Olga Mora Benavides,3453
ES6018271074830608194343,BBVA,Elena Egea Pellicer,2370
ES8092051555454936066207,IberCaja,Raquel de Barral,3074
ES7735430469506644696068,CecaBank,Juanito Cabanillas Anguita,1212
ES7463763753925478919782,ING,Eleuterio Revilla Villar,1544
ES5980705431471792790559,BancaMarch,María José Molins Cantero,4984
ES2387930023801682216623,CaixaBank,Macaria Ema Peláez Fábregas,3267
ES9556018682588918281560,Kutxa,Jovita Perales Bru,416
ES7980449579557290270673,BancaMarch,Aitor Carvajal Montesinos,6337
ES6542193880305191497552,CaixaBank,Angélica del Cal,5679
ES7723459684865929573515,CaixaBank,Eufemia África Morillo Mena,5313
ES4611591392430278403350,CecaBank,Mariano Rómulo Diez Gelabert,8576
ES0389955482352118353301,Cajamar,Cayetano Fortuny Osuna,9180
ES1993814578694880976750,CecaBank,Vinicio Puig Montero,1284
ES5914142473545537645266,BancaMarch,Julie Fiol-Ochoa,8205
ES9191066018852590748847,Bankinter,Lourdes Quiroga Salcedo,5649
ES9034633489480340470131,Deutsche Bank,Isidro Riquelme-Barrena,2817
ES4801445172441778332919,CaixaBank,Valerio Rosado,4875
ES1194910787626752884383,Deutsche Bank,Dafne Bellido Sureda,6567
ES3588820268805124180007,IberCaja,Ruy Llano Barbero,3474
ES6710988586550890181456,Sabadell,Alexandra Viviana Fabregat Roman,2912
ES6087500387649192046743,Bankinter,Febe Sáez Alemany,4317
ES3491164917725861929732,IberCaja,Fátima Aguilera,7980
ES2382922083964401536185,Bankinter,Ámbar Sebastián Sosa,4090
ES4629144067806453997657,BancaMarch,Nacho Aroca Pazos,1177
