iban,bank,name,ammount
ES0610053261042483203471,BBVA,Selena Chamorro Cazorla,4799
ES0825349422920470544564,Deutsche Bank,Beatriz Rincón Pujol,9518
ES4480708282802749933066,Kutxa,Maximino Lobo,9059
ES6521628960284314067197,Sabadell,Edgardo Bolaños Espejo,8438
ES4936651831124885728851,Cooperativo,Leandro Marti Tejera,5230
ES4327741148126399255516,CecaBank,Rogelio Guardia Fuentes,8450
ES2843923351723156059422,CecaBank,Ceferino del Vilanova,9811
ES8282462136732338443743,CecaBank,Reina Tejera Pineda,9834
ES5009366303041309299761,CaixaBank,Raúl Vaquero Luján,5766
ES6954647951116530089465,Santander,Carlos Soler Arcos,2371
ES3303397735391696515217,CecaBank,Rómulo Rodrigo Ruano,6392
ES7259583865981911027640,BBVA,Victoria Campo Tenorio,5151
ES2639555650978186421805,Cooperativo,Victoriano Casares Marí,4126
ES0668667731238073239176,CecaBank,Bernabé Corominas,4018
ES6356765667371061984687,IberCaja,Ligia Arteaga Domingo,8039
ES2350474995151333668977,BancaMarch,Candela Roman Capdevila,5344
ES3887431475389266952943,Deutsche Bank,Hector Corbacho Benet,9009
ES3415147859555627653402,BancaMarch,Tamara Robledo Baños,9926
ES1214450156990412400734,Kutxa,Rita Solís Redondo,425
ES0492634183816223978295,Bankinter,Felipa Cuadrado Morata,571
ES9706791233897458188447,BancaMarch,Rosalía Alemany Luna,783
ES2136135335244741157935,CaixaBank,Isaías Arranz Uriarte,5386
ES6778373422854860717599,Bankinter,Lilia Azcona,5278
ES6165090736717182969917,Santander,Narciso Canet Pou,4555
ES9706569353802434591687,Cooperativo,Chus Coll Pera,9418
ES0666375842203690282982,Santander,Encarna Agustín Olmedo,4663
ES9630446405065658239616,BBVA,Sandra Elías Iglesias,8744
ES7221427240361241415370,Cajamar,Abraham Llorens Ribes,4409
ES4618053520429589356011,Kutxa,Ciriaco Salvador Marin,9277
ES6953012383337474481288,Sabadell,Nilo del Suarez,474
ES3586631000682910994806,Santander,Francisco Jose Ribes-Cervera,1307
ES8962429604239518265149,CaixaBank,Anselmo Morera,8925
ES9860832751844843136130,CecaBank,Clímaco de Herrera,3238
ES0582183525147116140332,ING,José Manuel Moles Guardia,3213
ES4410604819110954957914,Santander,Regina de Reguera,659
ES6086740075693778609524,Deutsche Bank,Leonardo Gutierrez Santos,4443
ES5882252174239695092964,ING,Reinaldo Ballester Serna,8647
ES7019952590907285270220,IberCaja,Matías Mármol Guzmán,5659
ES1910029375422286416638,CecaBank,Ximena Barbero Cal,6528
ES8764817320346196875672,BBVA,Cristian Rico Iniesta Roselló,5614
ES3588212843687954970072,Deutsche Bank,Yolanda Agustí Fabregat,1471
ES4478273056145066697214,Cooperativo,Rubén Emilio Barrera Iñiguez,5582
ES6587847235586402887158,Kutxa,Palmira Galiano Gual,5699
ES8597516129499028470825,Cooperativo,Atilio Tejero Valenzuela,4204
ES5970472086932863524173,IberCaja,Merche Nélida Hierro Carmona,5746
ES2387696834582013787225,CaixaBank,Mateo Pedrosa Luís,7666
ES7800917936555531960738,CaixaBank,Lalo Huguet Sala,8346
ES9739937549176094390512,CecaBank,Jose Francisco del Alba,4624
ES6527386647461122207120,Sabadell,Trinidad Ochoa Manso,8663
ES8814551937199098798446,IberCaja,Pablo del Montalbán,7027
ES3861984201187336723913,BancaMarch,Joel Corral Amigó,601
ES4463873105280853008201,Cajamar,Clotilde Olmedo Arco,4760
ES3004918761759639488097,CecaBank,Mónica de Cerro,9632
ES5423521363440810734250,CaixaBank,Elías Granados Echevarría,3682
ES3549622408984192642872,BBVA,Claudia Vega Belmonte,2069
ES0240946824936914312538,Bankinter,Carmelita Montes Gimenez,3641
ES1105263423904777085980,CaixaBank,Angélica Dueñas,4719
ES5794201495241203864756,CaixaBank,Francisco Jose Bertrán Saura,2056
ES3364879256425914478719,IberCaja,Rita Cabrera-Castelló,1722
ES5159678854758568087308,BBVA,Martín del Esteban,4529
ES9484305473633373898772,ING,Telmo Tovar Ruiz,6705
ES4433224581929542837874,Kutxa,Cleto Solís Sebastián,2067
ES8788991094959665731757,Bankinter,Evangelina de Ramis,5305
ES2331125771503660791818,Deutsche Bank,Soledad Maza Villalba,4902
ES4491988200868883754377,Santander,Jennifer Vazquez-Domínguez,6249
ES6481492515986232639630,Bankinter,Ángela Peñas Estevez,2593
ES7948422253380663537534,Deutsche Bank,Patricio Campo Luís,5708
ES3501349862080606713420,BBVA,Celestino Lladó Monreal,3045
ES8021875339695478086599,Deutsche Bank,Rosa Garzón Yuste,740
ES7404130880574952765787,Sabadell,Melania Campoy Morales,2496
ES1619376020382945212443,ING,Nereida Olivé-Vicente,3401
ES3004857641435680962263,Kutxa,Anacleto Marco Alfaro Castellanos,1327
ES8750429869393424484075,IberCaja,Gervasio Galindo Feliu,2401
ES9003804974597855006544,Kutxa,Lucho Saura Perea,2268
ES6265138473377661043272,IberCaja,Violeta Azorin Tormo,3947
